Time_Step,UAV_ID,Latitude,Longitude,Old_X_speed,Old_Y_speed,X_speed,Y_speed,Conflict_UAV,Flag
68,962317457,43.037187,-76.1319032,-15.480232974365087,9.184899948250923,14.622807718095029,-19.794265828334378,1098461013,1
68,1354912731,43.0369906,-76.1326535,-0.5773246337505747,17.990739180680286,19.715500756234462,-15.94606345653932,1787933918,1
69,1098461013,43.0368288,-76.1339995,13.845468877398114,11.50230375033629,15.452271404448302,19.727620428369384,962317457,1
69,962317457,43.0370554,-76.1321461,-15.484261520120224,9.17810684054855,14.630133232988978,-19.83374513035494,1787933918,1
69,962317457,43.0370554,-76.1321461,-15.484261520120224,9.17810684054855,14.630133232988978,-19.83374513035494,1098461013,1
69,1354912731,43.0368131,-76.1328491,-0.5074584715595001,17.99284540865181,19.767433953012343,-15.64114368507882,1787933918,1
69,1787933918,43.0366676,-76.132911,12.5523717645378,12.901083794969873,16.11837724463882,19.683017743515823,962317457,1
69,1787933918,43.0366676,-76.132911,12.5523717645378,12.901083794969873,16.11837724463882,19.683017743515823,1354912731,1
70,1098461013,43.0366897,-76.1337574,13.842285583435544,11.506134443270357,15.487374834747456,19.759763830143715,962317457,1
70,962317457,43.0369237,-76.1323895,-15.488299543081402,9.171290926788032,14.642828875401314,-19.864989898451583,1787933918,1
70,962317457,43.0369237,-76.1323895,-15.488299543081402,9.171290926788032,14.642828875401314,-19.864989898451583,1098461013,1
70,1787933918,43.0365225,-76.1326694,12.538202528595635,12.914854910215524,16.14031656376991,19.68200043631752,962317457,1
71,1098461013,43.0365503,-76.1335149,13.839067854570928,11.510004383864569,15.502283748565533,19.768768369684754,962317457,1
71,962317457,43.0367919,-76.1326332,-15.49236167391446,9.16442741062563,14.600782050866846,-19.888681744851795,1098461013,1
72,962317457,43.0366604,-76.1328773,-15.496377210435487,9.157635794892462,14.611604978816647,-19.89390715287107,1098461013,1
72,1098461013,43.0364107,-76.1332723,13.835811205987902,11.513918892899133,15.540661443729839,19.78047187230301,962317457,1
77,1787933918,43.0357883,-76.1313735,12.43906677410489,13.010365782304497,3.60741434561234,19.652904061519134,177888509,1
78,177888509,43.036619,-76.1303882,-2.343717145090262,17.84676413089527,16.076037544926983,-11.829620244573036,1787933918,1
78,177888509,43.036619,-76.1303882,-2.343717145090262,17.84676413089527,16.076037544926983,-11.829620244573036,1098461013,1
78,1098461013,43.0358472,-76.1320882,13.771148550173441,11.591180595998665,15.550936035026456,19.734703825128033,177888509,1
78,1787933918,43.0357559,-76.1311323,12.37701040201331,13.069415193820047,3.660933634808541,19.65149974507693,177888509,1
79,1787933918,43.0357229,-76.1308912,12.31405132567163,13.128752414023383,3.688335175969376,19.649750313789433,177888509,1
79,177888509,43.0364743,-76.1305334,-2.2943140001583515,17.85318244091729,16.077005819996785,-11.847012430349714,1787933918,1
79,177888509,43.0364743,-76.1305334,-2.2943140001583515,17.85318244091729,16.077005819996785,-11.847012430349714,1098461013,1
79,1098461013,43.0357073,-76.1318461,13.767251376420536,11.595809136858316,15.570719749074936,19.747441533605603,177888509,1
80,1098461013,43.0355671,-76.1316038,13.763303938254243,11.600494157717387,15.612118418997461,19.752705871182982,177888509,1
80,379061868,43.0758792,-76.1737323,-3.3951273796855497,17.67690895138937,13.40502499271104,-14.82490105212639,1242978870,1
80,1242978870,43.0754843,-76.1745438,6.610336548479559,16.742265399755055,8.062595911211353,18.292977314426054,379061868,1
80,177888509,43.0363295,-76.1306788,-2.2443066605474784,17.85953772115679,16.242431368639046,-11.642722544755923,1787933918,1
80,177888509,43.0363295,-76.1306788,-2.2443066605474784,17.85953772115679,16.242431368639046,-11.642722544755923,1098461013,1
80,1787933918,43.0356897,-76.1306501,12.250074903147729,13.188467115903585,3.744472694380042,19.649001865029632,177888509,1
81,379061868,43.0757585,-76.1739144,-3.368181990935619,17.68206294740342,13.4704117442141,-14.77333873789245,1242978870,1
81,177888509,43.0361833,-76.1308216,-2.1949312919162676,17.865673136598208,16.41238935878537,-11.409860410123242,1098461013,1
81,1242978870,43.0754117,-76.1743191,6.583269137071045,16.75292713136686,8.089919294171857,18.289551513300196,379061868,1
81,1098461013,43.0354266,-76.1313614,13.759409748774047,11.605112811400918,15.49164909705116,19.78253623638861,177888509,1
82,1242978870,43.0753389,-76.1740946,6.556121287429434,16.76356983653883,8.117890937920995,18.27935736824627,379061868,1
82,379061868,43.0756373,-76.1740958,-3.341260657713428,17.687169847582073,13.601575029148702,-14.665333415754073,1242978870,1
82,177888509,43.0360356,-76.1309617,-2.1463443698919407,17.871575359934926,16.467921483624586,-11.343874188449782,1098461013,1
82,1098461013,43.0352871,-76.1311186,13.754874590695808,11.610487715605698,15.533132880032435,19.78406924707742,177888509,1
83,177888509,43.0358874,-76.1311009,-2.0976156204959064,17.877360227635723,16.638775350176736,-11.096234461084721,1098461013,1
83,2016199519,43.0376899,-76.1324993,-15.040225076805664,9.888965043877242,14.866015708973706,-19.860226296003763,303124739,1
83,1098461013,43.0351473,-76.1308759,13.750393109497997,11.615794821460563,15.554751414098494,19.785647679949918,177888509,1
98,1600699733,43.0377707,-76.1331125,12.1717481275282,13.260789852795867,3.8209196711081703,19.491537228813065,633967949,1
99,633967949,43.037725,-76.1304252,-15.167189177463186,9.693109534872884,14.840149548597699,-19.756696215245203,1600699733,1
99,1600699733,43.0377363,-76.1328733,12.11753446521606,13.310347797270397,3.8457851929449705,19.528409997608485,633967949,1
100,1600699733,43.0377017,-76.1326336,12.06246329032029,13.360276171160365,3.8964805678964884,19.54827949685257,633967949,1
100,633967949,43.0375914,-76.1306676,-15.170558181664378,9.687835901620959,14.834013341875602,-19.578199373735128,1683287623,1
100,633967949,43.0375914,-76.1306676,-15.170558181664378,9.687835901620959,14.834013341875602,-19.578199373735128,1600699733,1
101,1683287623,43.0374744,-76.133704,12.238446084671175,13.199258972858921,16.185120466753325,19.469688407670866,1961096130,1
101,1683287623,43.0374744,-76.133704,12.238446084671175,13.199258972858921,16.185120466753325,19.469688407670866,633967949,1
101,633967949,43.0374579,-76.1309079,-15.174120462927867,9.682255324899964,14.806556025588407,-19.69971765308069,1683287623,1
101,633967949,43.0374579,-76.1309079,-15.174120462927867,9.682255324899964,14.806556025588407,-19.69971765308069,1600699733,1
101,1961096130,43.0365582,-76.1321787,-15.434185437829234,9.26206887637422,14.686196252449562,-19.860021291991387,1683287623,1
101,1600699733,43.0376666,-76.1323937,12.006657056887356,13.410450638151469,3.9184120122936372,19.580327990058056,633967949,1
102,633967949,43.0373246,-76.1311496,-15.177552736707577,9.676874129824172,14.811909000765139,-19.740552755805652,1683287623,1
102,633967949,43.0373246,-76.1311496,-15.177552736707577,9.676874129824172,14.811909000765139,-19.740552755805652,1600699733,1
102,1600699733,43.0376314,-76.1321535,11.94996695058557,13.460991415193483,3.972252420497412,19.58989757007395,633967949,1
102,1961096130,43.036426,-76.1324225,-15.438163469975608,9.255436709000321,14.691551547162156,-19.865675429288412,1683287623,1
102,1683287623,43.0373287,-76.1334651,12.223183854159476,13.213393828514121,3.6100178359929838,19.57368369145302,1961096130,1
102,1683287623,43.0373287,-76.1334651,12.223183854159476,13.213393828514121,3.6100178359929838,19.57368369145302,633967949,1
103,633967949,43.0371913,-76.1313918,-15.180983051207352,9.671491798008987,14.824027118883564,-19.81173116178145,1683287623,1
103,633967949,43.0371913,-76.1313918,-15.180983051207352,9.671491798008987,14.824027118883564,-19.81173116178145,1600699733,1
103,1600699733,43.0375956,-76.1319131,11.892556421841658,13.511739405173293,3.999523686370116,19.590768884976196,633967949,1
103,1683287623,43.0372962,-76.1332249,12.167096709027097,13.265057771196552,3.661206272383959,19.615158685024966,633967949,1
103,467401471,43.0382089,-76.131363,-14.276893980746676,10.962221410942185,15.232268505081976,-19.823862699182754,1600699733,1
104,1683287623,43.0372633,-76.1329842,12.11016805707822,13.317050335165153,3.6857707010037073,19.61906469672217,633967949,1
104,1600699733,43.0375596,-76.1316727,11.834358545039873,13.56274153065824,4.054578008050573,19.584250802797477,633967949,1
104,633967949,43.0370579,-76.131635,-15.18439210948736,9.666138642981384,14.827934431651062,-19.85280284010868,1683287623,1
104,633967949,43.0370579,-76.131635,-15.18439210948736,9.666138642981384,14.827934431651062,-19.85280284010868,1600699733,1
105,633967949,43.0369244,-76.1318786,-15.187796753306653,9.660788258742032,14.840991072421101,-19.85911565797167,1683287623,1
105,1683287623,43.0372301,-76.1327434,12.052427367723922,13.369330370132207,3.7331084725928396,19.6368801365644,633967949,1
106,633967949,43.0367908,-76.1321223,-15.191245671555238,9.655364050436125,14.791712395233231,-19.87213633753276,1683287623,1
106,1683287623,43.0371965,-76.1325025,11.993882802591058,13.42187674350016,3.761595048221698,19.636112963173424,633967949,1
106,1683287623,43.0371965,-76.1325025,11.993882802591058,13.42187674350016,3.761595048221698,19.636112963173424,467401471,1
107,1306666010,43.0780504,-76.1744997,6.391835941807017,16.826896127718385,8.319882867278892,18.16067441183116,581033391,1
108,1306666010,43.0779755,-76.1742767,6.36727550121295,16.83620511551381,8.346724951746019,18.153866003657004,581033391,1
108,581033391,43.0773519,-76.1734102,-3.6184887300489406,17.63254205469276,12.904766690611057,-15.270869127195612,1306666010,1
108,1246263355,43.0383693,-76.1312096,2.1032212680485944,17.876701605654997,16.641005886756872,11.098675751279275,153756507,1
109,581033391,43.0772358,-76.1735977,-3.591095143149265,17.63814150280153,12.966490050833254,-15.221772542869768,1306666010,1
109,1306666010,43.0779004,-76.1740538,6.342656491960849,16.845495202723693,8.401317731166237,18.146608999645228,581033391,1
123,1981635105,43.0382089,-76.1302681,2.8157496433245375,17.778401332687867,14.72836723197865,13.525869454953442,482203943,1
124,1981635105,43.0380764,-76.1301021,2.763231644313162,17.78663967363893,14.878814572336859,13.362507472357594,482203943,1
124,482203943,43.0373672,-76.1300806,9.736100715704609,15.139628227062124,5.110052993320781,19.334525906795154,1981635105,1
125,482203943,43.0373212,-76.1298433,9.655713279551573,15.191023700300498,5.20170000553759,19.31454570699353,1981635105,1
125,1981635105,43.0379424,-76.1299381,2.711099816942845,17.794660372779596,15.030133612363782,13.18703747008541,482203943,1
126,1981635105,43.0378071,-76.1297763,2.6594144864509843,17.802458105252057,15.182901510725792,13.013596932539231,482203943,1
126,482203943,43.0372743,-76.1296063,9.574512704401654,15.242332711014132,5.248651215394928,19.2995939423796,1981635105,1
133,2098489816,43.0649528,-76.1655819,6.865634328018805,16.639202663406977,7.819363153398513,18.410243748535525,1387198514,1
134,2098489816,43.0648824,-76.1653559,6.835565519963741,16.651577823806452,7.878385971583353,18.390493309802615,1387198514,1
134,1387198514,43.0651962,-76.1657799,12.190100425251,13.243921308369943,3.7163640877909616,19.64069444517559,2098489816,1
135,1387198514,43.0651628,-76.1655388,12.16667377493857,13.26544568622638,3.726673023233282,19.64213777669767,2098489816,1
135,2098489816,43.0648114,-76.1651301,6.805451229335285,16.663908111998783,7.908201793781121,18.372253408380587,1387198514,1
136,2098489816,43.0647403,-76.1649045,6.775264293805796,16.676204416745446,7.93822301370934,18.361812545977543,1387198514,1
136,1387198514,43.0651292,-76.1652977,12.143109068176674,13.287020063143032,3.7446849804248568,19.634675435472623,2098489816,1
137,1387198514,43.0650955,-76.1650566,12.119428556048408,13.308623199821925,3.755375061942923,19.636081427125177,2098489816,1
137,2098489816,43.0646688,-76.1646791,6.744988923428835,16.688472800793438,7.930950862574511,18.36347760730395,1387198514,1
140,174227107,43.0375022,-76.1312673,0.1410385960096678,17.999447439142006,19.98463901463085,13.440531455967692,385804756,1
140,385804756,43.0374279,-76.1330831,12.988668535184722,12.461720975976888,15.909444466356234,19.655804277960307,174227107,1
141,385804756,43.0372847,-76.1328419,12.97883066001445,12.471966753430225,15.931187259500545,19.663808454182636,174227107,1
141,174227107,43.0373224,-76.1311024,0.07927661098835233,17.999825421902017,19.996156433134487,13.030460540653182,385804756,1
142,174227107,43.0371424,-76.1309425,0.018787269485835485,17.999990195511366,20.0,12.646874999999998,385804756,1
142,385804756,43.0371413,-76.1326006,12.968845844208989,12.482349036505237,15.97552862807927,19.656267065922343,174227107,1
143,385804756,43.0369975,-76.1323594,12.958837507163754,12.492739109695918,15.998138330152923,19.66232731488696,174227107,1
143,174227107,43.0369623,-76.1307873,-0.040532194480545465,17.99995436497578,19.992245742664444,-12.96079597492856,385804756,1
144,174227107,43.0367824,-76.1309463,-0.020466945117432828,17.999988364000615,20.0,12.624877142600578,385804756,1
144,385804756,43.0368535,-76.1321182,12.948685042103069,12.503261801642651,15.910344827586206,19.69302949370642,174227107,1
145,385804756,43.0367102,-76.1318765,12.93791790515368,12.51440291342355,15.933011877781851,19.695443134275383,174227107,1
145,1697780618,43.0376365,-76.1314533,-2.442194933706466,17.833554999095902,15.737068347118093,-12.331810320933295,198467924,1
145,174227107,43.0366023,-76.1307914,-0.039364953093627586,17.999956955517085,19.99600119960014,-12.984983276544966,385804756,1
145,198467924,43.0377921,-76.1320482,11.29462969732871,14.015396533820237,4.1880172996518,19.54835485665118,1697780618,1
145,126237655,43.0650522,-76.1677351,7.012635053559167,16.577784822031962,7.606940696317101,18.516406767034084,356837041,1
145,356837041,43.0652882,-76.1686576,12.014631652149944,13.403306542161776,3.807202386323503,19.609409449724918,126237655,1
146,126237655,43.0649838,-76.1675078,6.982651952944477,16.590436151712247,7.635203088395858,18.50016527724754,356837041,1
146,1697780618,43.0374948,-76.1316047,-2.395522878079137,17.839884252444,15.772276656935961,-12.298405437297403,198467924,1
146,356837041,43.0652539,-76.1684168,11.991786622314343,13.423749610480773,3.827637640339204,19.605435898567624,126237655,1
146,198467924,43.0377544,-76.1318083,11.226981056370034,14.069644500125381,4.25297585141173,19.54210382211889,1697780618,1
147,126237655,43.064915,-76.1672807,6.952591740853639,16.603055986324136,7.692307692307693,18.481068377527805,356837041,1
147,356837041,43.0652194,-76.1681761,11.968835238772922,13.444217456851385,3.8379361775944947,19.60342502281127,126237655,1
148,356837041,43.0651849,-76.1679355,11.945761101778675,13.464723974119616,3.8586971757016206,19.609294603264065,126237655,1
148,126237655,43.0648458,-76.1670538,6.922483468883608,16.61563187552713,7.7211534322709126,18.460481320851866,356837041,1
149,356837041,43.0651502,-76.1676947,11.922565333237158,13.485267363856437,3.869160490652339,19.60723431228983,126237655,1
149,126237655,43.0647763,-76.1668271,6.892306418874271,16.628172245570003,7.750197179010279,18.444903893192226,356837041,1
150,356837041,43.0651153,-76.167454,11.89924530235443,13.5058491489575,3.890254920382339,19.603063065338187,126237655,1
150,126237655,43.0647065,-76.1666007,6.862050510699787,16.640680959281827,7.808885943854408,18.423519450303345,356837041,1
151,126237655,43.0646362,-76.1663745,6.831751245815536,16.65314309418189,7.771541287058588,18.444657573891075,356837041,1
151,356837041,43.0650803,-76.1672133,11.875816768871864,13.526454674902135,3.897310492535253,19.590853528185363,126237655,1
152,356837041,43.0650452,-76.1669728,11.852272772113519,13.547089360280184,3.919310132190014,19.596550660950072,126237655,1
152,126237655,43.0645663,-76.1661481,6.801244523193183,16.66562548888384,7.830878066338391,18.415470488179057,356837041,1
153,356837041,43.06501,-76.1667323,11.828605501075117,13.5677592807337,3.9301148319187895,19.594386625272627,126237655,1
153,126237655,43.0644958,-76.165922,6.770709561896395,16.678054203906544,7.860766897094368,18.39923100860247,356837041,1
154,126237655,43.064425,-76.1656961,6.74009600876292,16.690449538363495,7.922049295729372,18.38048844950604,356837041,1
154,356837041,43.0649746,-76.1664917,11.804811205466118,13.588466889362522,3.9516342404788833,19.585396463708477,126237655,1
155,126237655,43.0643537,-76.1654705,6.709434071471643,16.702799000184832,7.952787858879319,18.36720367799947,356837041,1
155,356837041,43.064939,-76.1662513,11.78091288803403,13.609191435370203,3.9626157945400626,19.583177963500205,126237655,1
158,453764581,43.0372059,-76.130948,13.256964869728925,-12.175914029048219,-15.726200548326482,19.751577170973103,135851610,1
159,135851610,43.0375527,-76.1307323,12.016242587969359,13.401862335775256,3.8889082128815913,19.615593991956082,453764581,1
159,453764581,43.0373474,-76.1307057,13.251416943074581,-12.18195177304507,-15.756292819337846,19.747215411327904,135851610,1
160,453764581,43.0374893,-76.1304633,13.245873071318035,-12.187979593785498,-15.770408212778932,19.747114011023076,135851610,1
160,135851610,43.0375177,-76.1304916,11.947964095111374,13.462769179553272,3.7976873641530897,19.63182906268893,453764581,1
170,685794461,43.0382773,-76.1320857,11.02758738086887,14.226465357118812,4.449048714744566,19.517793414906574,762611900,1
170,762611900,43.0380723,-76.1330625,14.069665784350079,-11.226954382943255,-15.365202630140992,19.78238441919084,685794461,1
171,685794461,43.0382372,-76.1318462,10.96071700018818,14.278048985830866,4.482613611708491,19.51009858123215,762611900,1
171,467401471,43.0326138,-76.1443978,-13.90713551168943,11.427667384882481,15.415031266872015,-19.780761699837456,633967949,1
171,762611900,43.0382106,-76.1328198,14.068466402674403,-11.228457288373212,-15.383456306063529,19.77425374043165,685794461,1
172,633967949,43.0320831,-76.1452971,-14.8624282605112,10.154222087445104,14.948674029627059,-19.873043727711604,467401471,1
172,467401471,43.0324751,-76.1446405,-13.905547787561314,11.429599324904116,15.435604085516134,-19.782468697296434,633967949,1
173,633967949,43.0319485,-76.145541,-14.865294549203629,10.150025515505707,14.957818040106883,-19.871961592142178,467401471,1
173,467401471,43.0323361,-76.1448833,-13.90397921497199,11.431507424203811,15.4456006272395,-19.77638650550843,633967949,1
174,633967949,43.0318139,-76.1457848,-14.868215877914018,10.145745739360192,14.976320055271467,-19.869758937088665,467401471,1
174,467401471,43.0321971,-76.1451259,-13.90242205687547,11.43340111045276,15.46634740467326,-19.773389708499852,633967949,1
175,1714193047,43.0304041,-76.1515016,-14.517208798768362,10.641928805106827,15.134153543439627,-19.836642367541337,1627339461,1
175,1627339461,43.0304179,-76.1516611,-13.858880132354992,11.486141278820146,15.455999549560342,-19.79287170250264,1714193047,1
175,467401471,43.0320579,-76.1453686,-13.90089244343556,11.435260787408227,15.40773699222785,-19.786997829317816,633967949,1
175,633967949,43.0316791,-76.1460286,-14.871214580947646,10.141349855290969,14.992337651569823,-19.863995217470986,467401471,1
176,1714193047,43.0302678,-76.151745,-14.518369107602854,10.640345786458399,15.15248461401748,-19.834292199264084,1627339461,1
176,633967949,43.0315441,-76.1462724,-14.874291933842239,10.136835771917967,15.001845326087965,-19.866243078349267,467401471,1
176,467401471,43.0319192,-76.1456113,-13.899209385982187,11.437306433099737,15.425148645477979,-19.77931899761408,633967949,1
176,1627339461,43.0302788,-76.1519039,-13.856420066627692,11.489108883510394,15.484109075432675,-19.790955379693187,1714193047,1
177,633967949,43.0314091,-76.1465161,-14.877423821422694,10.132238668614386,14.94452212946054,-19.877523248943174,467401471,1
177,467401471,43.0317804,-76.145854,-13.897553771182096,11.43931812553101,15.435607303711212,-19.777822084641986,633967949,1
177,1714193047,43.0301314,-76.1519883,-14.519581425474552,10.638691424654366,15.161749127895462,-19.83309787489025,1627339461,1
177,1627339461,43.0301394,-76.1521468,-13.854000630502899,11.492026215164378,15.496139588497973,-19.78664135188421,1714193047,1
178,1714193047,43.0299949,-76.1522317,-14.52082718874118,10.636991010371068,15.107927770420678,-19.83997476067336,1627339461,1
178,1627339461,43.0299999,-76.1523896,-13.851585435622509,11.494937186416042,15.42842712474619,-19.79898987322333,1714193047,1
178,633967949,43.0312746,-76.14676,-14.880454546391976,10.127787146892574,14.953710262761716,-19.872448249601355,467401471,1
178,467401471,43.0316414,-76.1460967,-13.895902319171036,11.441324168821414,15.456755947315987,-19.774777918907695,633967949,1
179,1714193047,43.029859,-76.1524751,-14.521970904429814,10.635429518872002,15.11713775168309,-19.838808502082347,1627339461,1
179,1627339461,43.0298611,-76.1526325,-13.848924879772039,11.498142444518205,15.442639593908629,-19.79479465647762,1714193047,1
180,1714193047,43.0297229,-76.1527185,-14.52314751917048,10.633822743322943,15.135760479692083,-19.83643703581841,1627339461,1
180,1627339461,43.0297221,-76.1528754,-13.846270495399143,11.501338764171727,15.471492824004413,-19.79063016435865,1714193047,1
181,1627339461,43.0295828,-76.1531182,-13.843662041578614,11.504478314054726,15.48613786143457,-19.79065962126563,1714193047,1
181,1714193047,43.0295866,-76.1529619,-14.524378129824875,10.632141832286894,15.154658515973411,-19.831500179607097,1627339461,1
182,1627339461,43.0294434,-76.153361,-13.841052277264549,11.50761799235749,15.515875791989943,-19.78845967531781,1714193047,1
182,1780551372,43.0349411,-76.1275198,11.861083058311477,13.539376229495822,3.9223227027636804,19.60945385557521,904712996,1
182,904712996,43.0351777,-76.1274114,9.63683239770755,15.203008298968145,5.244594952234609,19.297949765980167,1780551372,1
182,1714193047,43.0294502,-76.1532052,-14.525667982860067,10.630379562918433,15.161832504172457,-19.837771578884663,1627339461,1
182,1714193047,43.0294502,-76.1532052,-14.525667982860067,10.630379562918433,15.161832504172457,-19.837771578884663,1057494046,1
183,1627339461,43.0293037,-76.1536038,-13.838487816933647,11.51070175708584,15.431439695319856,-19.814052726091667,1057494046,1
183,1627339461,43.0293037,-76.1536038,-13.838487816933647,11.51070175708584,15.431439695319856,-19.814052726091667,1714193047,1
183,904712996,43.0351305,-76.1271746,9.54513489188687,15.260747029411235,5.298203789536954,19.285461793914507,1780551372,1
183,1714193047,43.0293137,-76.1534486,-14.526977906038086,10.628589413345559,15.111774848361248,-19.852419950413605,1627339461,1
183,1714193047,43.0293137,-76.1534486,-14.526977906038086,10.628589413345559,15.111774848361248,-19.852419950413605,1057494046,1
183,1780551372,43.0349058,-76.1272792,11.791539951626282,13.599984763565043,3.9861830329795187,19.59406141870794,904712996,1
183,1057494046,43.0297249,-76.1527538,-14.30475334832664,10.925842376839313,15.24201638928613,-19.779105119628532,1627339461,1
183,1057494046,43.0297249,-76.1527538,-14.30475334832664,10.925842376839313,15.24201638928613,-19.779105119628532,1714193047,1
184,1627339461,43.0291648,-76.1538469,-13.83558878021446,11.514186167715192,15.461075699220475,-19.81195603173942,1057494046,1
184,1627339461,43.0291648,-76.1538469,-13.83558878021446,11.514186167715192,15.461075699220475,-19.81195603173942,1714193047,1
184,904712996,43.0350828,-76.1269379,9.452142164199023,15.318518482796275,5.408646032726219,19.256939534748533,1780551372,1
184,1714193047,43.0291777,-76.1536922,-14.52817967934556,10.626946654832269,15.121033985801475,-19.8443344566601,1627339461,1
184,1714193047,43.0291777,-76.1536922,-14.52817967934556,10.626946654832269,15.121033985801475,-19.8443344566601,1057494046,1
184,1057494046,43.0295877,-76.1529965,-14.305072963487637,10.925423905244823,15.264640821012879,-19.77606888458579,1627339461,1
184,1057494046,43.0295877,-76.1529965,-14.305072963487637,10.925423905244823,15.264640821012879,-19.77606888458579,1714193047,1
184,1780551372,43.0348699,-76.1270388,11.721056997174115,13.660776803278637,4.018882874426626,19.587382186055112,904712996,1
185,904712996,43.0350341,-76.1267017,9.358130698314492,15.376130522119794,5.465541803878317,19.238707149651677,1780551372,1
185,1714193047,43.0290416,-76.1539357,-14.52942642596247,10.625242008187083,15.14047958682968,-19.851281685353985,1627339461,1
185,1714193047,43.0290416,-76.1539357,-14.52942642596247,10.625242008187083,15.14047958682968,-19.851281685353985,1057494046,1
185,1627339461,43.0290256,-76.15409,-13.832730545518528,11.51761979121896,15.491598554880735,-19.81001213443583,1057494046,1
185,1627339461,43.0290256,-76.15409,-13.832730545518528,11.51761979121896,15.491598554880735,-19.81001213443583,1714193047,1
185,1057494046,43.0294503,-76.1532391,-14.305454011341737,10.924924966762315,15.27609725439724,-19.774521385281048,1627339461,1
185,1057494046,43.0294503,-76.1532391,-14.305454011341737,10.924924966762315,15.27609725439724,-19.774521385281048,1714193047,1
185,1780551372,43.0348337,-76.1267984,11.649458092190368,13.721884934596279,4.085883311073365,19.573519038785186,904712996,1
