TimeStep,ID,Latitude,Longitude,SignalStrength,CurrentBasestation,finished,Trajectory,Level,Flag
23,325446304,43.0370122,-76.1306669,100000.0,8,2,1,1,1
23,685259565,43.0350281,-76.1303369,100000.0,8,1,-1,1,-1
23,1637870196,43.0778253,-76.1735539,100000.0,15,1,-1,1,-1
23,1766167445,43.0380022,-76.1304822,100000.0,8,1,-1,1,-1
23,1714881622,43.0822276,-76.1861460,999.0,-1,1,-1,1,-1
24,1637870196,43.0777160,-76.1733907,100000.0,15,1,-1,1,-1
24,476874687,43.0376243,-76.1305158,100000.0,43,1,-1,1,-1
24,685259565,43.0348663,-76.1303470,100000.0,8,1,-1,1,-1
24,317816171,43.0370460,-76.1335912,100000.0,8,1,-1,1,-1
24,1714881622,43.0820668,-76.1861732,999.0,-1,1,-1,1,-1
24,1799210656,43.0362185,-76.1375682,100000.0,8,1,-1,1,-1
24,749095408,43.0346443,-76.1342741,100000.0,8,1,-1,1,-1
24,677549427,43.0783994,-76.1838669,999.0,-1,1,-1,1,-1
24,325446304,43.0368327,-76.1308390,100000.0,8,2,1,1,1
24,1766167445,43.0381013,-76.1303074,100000.0,8,1,-1,1,-1
24,1086262905,43.0366177,-76.1314786,100000.0,8,2,1,1,1
24,150447161,43.0363368,-76.1303898,100000.0,8,2,1,1,1
25,1637870196,43.0776068,-76.1732275,100000.0,15,1,-1,1,-1
25,476874687,43.0375160,-76.1303515,100000.0,43,1,-1,1,-1
25,325446304,43.0366530,-76.1310071,100000.0,8,2,1,1,1
25,749095408,43.0344823,-76.1342725,100000.0,8,1,-1,1,-1
25,150447161,43.0362316,-76.1302219,100000.0,8,1,-1,1,-1
25,317816171,43.0368840,-76.1335938,100000.0,8,1,-1,1,-1
25,685259565,43.0347044,-76.1303572,100000.0,8,1,-1,1,-1
25,1766167445,43.0382005,-76.1301328,100000.0,8,1,-1,1,-1
25,677549427,43.0782390,-76.1838981,999.0,-1,1,-1,1,-1
25,1799210656,43.0361411,-76.1377623,100000.0,8,1,-1,1,-1
25,1714881622,43.0819060,-76.1862004,999.0,-1,1,-1,1,-1
25,1086262905,43.0365851,-76.1312373,100000.0,43,2,1,1,1
26,325446304,43.0364731,-76.1311707,100000.0,8,2,1,1,1
26,1799210656,43.0360637,-76.1379563,100000.0,8,1,-1,1,-1
26,109252872,43.0381894,-76.1347017,100000.0,8,1,-1,1,-1
26,150447161,43.0361262,-76.1300541,100000.0,8,1,-1,1,-1
26,1766167445,43.0382999,-76.1299582,100000.0,43,1,-1,1,-1
26,1637870196,43.0774975,-76.1730643,100000.0,15,1,-1,1,-1
26,685259565,43.0345426,-76.1303673,100000.0,8,1,-1,1,-1
26,476874687,43.0374075,-76.1301874,100000.0,43,1,-1,1,-1
26,1714881622,43.0817452,-76.1862276,999.0,-1,1,-1,1,-1
26,749095408,43.0343203,-76.1342709,100000.0,8,1,-1,1,-1
26,317816171,43.0367220,-76.1335963,100000.0,8,1,-1,1,-1
26,677549427,43.0780786,-76.1839294,999.0,-1,1,-1,1,-1
26,1086262905,43.0365521,-76.1309961,100000.0,43,2,1,1,1
26,478913826,43.0501511,-76.2423116,999.0,-1,1,-1,1,-1
27,476874687,43.0372989,-76.1300235,100000.0,43,1,-1,1,-1
27,749095408,43.0341582,-76.1342693,100000.0,8,1,-1,1,-1
27,1714881622,43.0815844,-76.1862548,999.0,-1,1,-1,1,-1
27,109252872,43.0380847,-76.1345330,100000.0,8,1,-1,1,-1
27,317816171,43.0365599,-76.1335989,100000.0,8,1,-1,1,-1
27,1799210656,43.0359862,-76.1381502,100000.0,8,1,-1,1,-1
27,1766167445,43.0383993,-76.1297838,100000.0,43,1,-1,1,-1
27,478913826,43.0501152,-76.2420962,999.0,-1,1,-1,1,-1
27,1086262905,43.0364506,-76.1308239,100000.0,43,1,-1,1,-1
27,685259565,43.0343807,-76.1303774,100000.0,8,1,-1,1,-1
27,1637870196,43.0773881,-76.1729012,100000.0,15,1,-1,1,-1
27,325446304,43.0363110,-76.1311713,100000.0,8,1,-1,1,-1
27,150447161,43.0360206,-76.1298865,100000.0,8,1,-1,1,-1
27,677549427,43.0779182,-76.1839606,999.0,-1,1,-1,1,-1
28,685259565,43.0342189,-76.1303875,100000.0,8,1,-1,1,-1
28,677549427,43.0777578,-76.1839918,999.0,-1,1,-1,1,-1
28,1086262905,43.0363489,-76.1306519,100000.0,43,1,-1,1,-1
28,1766167445,43.0384988,-76.1296095,100000.0,43,1,-1,1,-1
28,150447161,43.0359150,-76.1297191,100000.0,8,1,-1,1,-1
28,478913826,43.0500793,-76.2418807,999.0,-1,1,-1,1,-1
28,317816171,43.0363979,-76.1336014,100000.0,8,1,-1,1,-1
28,109252872,43.0379800,-76.1343644,100000.0,8,1,-1,1,-1
28,1714881622,43.0814236,-76.1862819,999.0,-1,1,-1,1,-1
28,1799210656,43.0359086,-76.1383442,100000.0,8,1,-1,1,-1
28,325446304,43.0361490,-76.1311719,100000.0,8,1,-1,1,-1
28,1637870196,43.0772787,-76.1727382,100000.0,15,1,-1,1,-1
28,749095408,43.0339962,-76.1342677,100000.0,8,1,-1,1,-1
28,476874687,43.0371902,-76.1298597,100000.0,43,1,-1,1,-1
29,478913826,43.0500434,-76.2416653,999.0,-1,1,-1,1,-1
29,150447161,43.0358092,-76.1295518,100000.0,43,1,-1,1,-1
29,685259565,43.0340570,-76.1303975,100000.0,8,1,-1,1,-1
29,677549427,43.0775974,-76.1840230,999.0,-1,1,-1,1,-1
29,1086262905,43.0362471,-76.1304801,100000.0,43,1,-1,1,-1
29,109252872,43.0378752,-76.1341960,100000.0,8,1,-1,1,-1
29,325446304,43.0359870,-76.1311725,100000.0,43,1,-1,1,-1
29,317816171,43.0362359,-76.1336040,100000.0,8,1,-1,1,-1
29,1766167445,43.0385984,-76.1294353,100000.0,43,1,-1,1,-1
29,749095408,43.0338342,-76.1342662,100000.0,8,1,-1,1,-1
29,1637870196,43.0771693,-76.1725752,100000.0,15,1,-1,1,-1
29,476874687,43.0370813,-76.1296961,100000.0,43,1,-1,1,-1
29,1714881622,43.0812628,-76.1863091,999.0,-1,1,-1,1,-1
29,1799210656,43.0358310,-76.1385380,100000.0,8,1,-1,1,-1
30,1637870196,43.0770598,-76.1724122,100000.0,15,1,-1,1,-1
30,109252872,43.0377702,-76.1340278,100000.0,8,1,-1,1,-1
30,317816171,43.0360739,-76.1336065,100000.0,8,1,-1,1,-1
30,1714881622,43.0811020,-76.1863362,999.0,-1,1,-1,1,-1
30,1766167445,43.0386981,-76.1292611,100000.0,43,1,-1,1,-1
30,478913826,43.0500074,-76.2414499,999.0,-1,1,-1,1,-1
30,1086262905,43.0361452,-76.1303084,100000.0,43,1,-1,1,-1
30,677549427,43.0774370,-76.1840541,999.0,-1,1,-1,1,-1
30,685259565,43.0338951,-76.1304076,100000.0,8,1,-1,1,-1
30,749095408,43.0336722,-76.1342646,100000.0,8,1,-1,1,-1
30,325446304,43.0358250,-76.1311731,100000.0,43,1,-1,1,-1
30,1799210656,43.0357533,-76.1387319,100000.0,8,1,-1,1,-1
30,476874687,43.0369724,-76.1295327,100000.0,43,1,-1,1,-1
30,150447161,43.0357032,-76.1293847,100000.0,43,1,-1,1,-1
31,476874687,43.0368632,-76.1293694,100000.0,43,1,-1,1,-1
31,150447161,43.0355971,-76.1292178,100000.0,43,1,-1,1,-1
31,1086262905,43.0360431,-76.1301369,100000.0,43,1,-1,1,-1
31,1637870196,43.0769503,-76.1722493,100000.0,15,1,-1,1,-1
31,685259565,43.0337333,-76.1304176,100000.0,8,1,-1,1,-1
31,1704517358,43.0801840,-76.1737605,100000.0,15,1,-1,1,-1
31,317816171,43.0359119,-76.1336090,100000.0,8,1,-1,1,-1
31,1766167445,43.0387979,-76.1290871,100000.0,43,1,-1,1,-1
31,1799210656,43.0356755,-76.1389257,100000.0,8,1,-1,1,-1
31,325446304,43.0356629,-76.1311737,100000.0,43,1,-1,1,-1
31,109252872,43.0376651,-76.1338597,100000.0,8,1,-1,1,-1
31,1714881622,43.0809412,-76.1863632,999.0,-1,1,-1,1,-1
31,677549427,43.0772766,-76.1840853,999.0,-1,1,-1,1,-1
31,749095408,43.0335102,-76.1342630,100000.0,8,1,-1,1,-1
31,478913826,43.0499714,-76.2412345,999.0,-1,1,-1,1,-1
32,317816171,43.0357499,-76.1336116,100000.0,8,1,-1,1,-1
32,150447161,43.0354909,-76.1290510,100000.0,43,1,-1,1,-1
32,685259565,43.0335714,-76.1304276,100000.0,8,1,-1,1,-1
32,1637870196,43.0768408,-76.1720865,100000.0,15,1,-1,1,-1
32,749095408,43.0333481,-76.1342614,100000.0,8,1,-1,1,-1
32,1766167445,43.0388978,-76.1289133,100000.0,43,1,-1,1,-1
32,1704517358,43.0801333,-76.1735505,100000.0,15,1,-1,1,-1
32,325446304,43.0355009,-76.1311743,100000.0,43,1,-1,1,-1
32,1086262905,43.0359409,-76.1299655,100000.0,43,1,-1,1,-1
32,677549427,43.0771162,-76.1841164,999.0,-1,1,-1,1,-1
32,109252872,43.0375599,-76.1336917,100000.0,8,1,-1,1,-1
32,1714881622,43.0807804,-76.1863903,999.0,-1,1,-1,1,-1
32,1799210656,43.0355977,-76.1391194,100000.0,8,1,-1,1,-1
32,478913826,43.0499355,-76.2410191,100000.0,24,1,-1,1,-1
32,476874687,43.0367540,-76.1292063,100000.0,43,1,-1,1,-1
33,749095408,43.0331861,-76.1342598,100000.0,8,1,-1,1,-1
33,685259565,43.0334096,-76.1304376,100000.0,8,1,-1,1,-1
33,150447161,43.0353844,-76.1288845,100000.0,43,1,-1,1,-1
33,1086262905,43.0358385,-76.1297943,100000.0,43,1,-1,1,-1
33,109252872,43.0374546,-76.1335238,100000.0,8,1,-1,1,-1
33,1799210656,43.0355199,-76.1393131,100000.0,8,1,-1,1,-1
33,317816171,43.0355879,-76.1336141,100000.0,8,1,-1,1,-1
33,325446304,43.0353389,-76.1311749,100000.0,43,1,-1,1,-1
33,1704517358,43.0800826,-76.1733406,100000.0,15,1,-1,1,-1
33,1714881622,43.0806196,-76.1864173,999.0,-1,1,-1,1,-1
33,478913826,43.0498995,-76.2408037,100000.0,24,1,-1,1,-1
33,349027371,43.0758837,-76.1750311,100000.0,15,1,-1,1,-1
33,1766167445,43.0389978,-76.1287395,100000.0,43,1,-1,1,-1
33,677549427,43.0769558,-76.1841474,999.0,-1,1,-1,1,-1
33,476874687,43.0366446,-76.1290434,100000.0,43,1,-1,1,-1
33,1637870196,43.0767312,-76.1719237,100000.0,15,1,-1,1,-1
34,1714881622,43.0804588,-76.1864443,999.0,-1,1,-1,1,-1
34,1799210656,43.0354420,-76.1395068,100000.0,8,1,-1,1,-1
34,1086262905,43.0357360,-76.1296233,100000.0,43,1,-1,1,-1
34,109252872,43.0373491,-76.1333561,100000.0,8,1,-1,1,-1
34,1766167445,43.0390980,-76.1285658,100000.0,43,1,-1,1,-1
34,749095408,43.0330241,-76.1342583,100000.0,8,1,-1,1,-1
34,476874687,43.0365350,-76.1288806,100000.0,43,1,-1,1,-1
34,1372800167,43.0380822,-76.1299967,100000.0,43,1,-1,1,-1
34,317816171,43.0354258,-76.1336166,100000.0,8,1,-1,1,-1
34,478913826,43.0498634,-76.2405883,100000.0,24,1,-1,1,-1
34,1704517358,43.0800318,-76.1731307,100000.0,15,1,-1,1,-1
34,325446304,43.0351769,-76.1311755,100000.0,43,1,-1,1,-1
34,677549427,43.0767953,-76.1841785,999.0,-1,1,-1,1,-1
34,1637870196,43.0766215,-76.1717610,100000.0,15,1,-1,1,-1
34,150447161,43.0352779,-76.1287181,100000.0,43,1,-1,1,-1
34,685259565,43.0332477,-76.1304476,100000.0,8,1,-1,1,-1
34,349027371,43.0757788,-76.1748626,100000.0,15,1,-1,1,-1
35,685259565,43.0330858,-76.1304576,100000.0,8,1,-1,1,-1
35,1766167445,43.0391982,-76.1283923,100000.0,43,1,-1,1,-1
35,1637870196,43.0765119,-76.1715983,100000.0,15,1,-1,1,-1
35,150447161,43.0351712,-76.1285519,100000.0,43,1,-1,1,-1
35,1372800167,43.0381668,-76.1298083,100000.0,43,1,-1,1,-1
35,749095408,43.0328621,-76.1342567,100000.0,8,1,-1,1,-1
35,317816171,43.0352638,-76.1336191,100000.0,8,1,-1,1,-1
35,476874687,43.0364253,-76.1287181,100000.0,43,1,-1,1,-1
35,349027371,43.0756738,-76.1746942,100000.0,15,1,-1,1,-1
35,478913826,43.0498274,-76.2403729,100000.0,24,1,-1,1,-1
35,1799210656,43.0353640,-76.1397004,100000.0,8,1,-1,1,-1
35,1704517358,43.0799811,-76.1729208,100000.0,15,1,-1,1,-1
35,677549427,43.0766349,-76.1842095,999.0,-1,1,-1,1,-1
35,1714881622,43.0802980,-76.1864713,999.0,-1,1,-1,1,-1
35,1086262905,43.0356334,-76.1294524,100000.0,43,1,-1,1,-1
35,325446304,43.0350148,-76.1311761,100000.0,43,1,-1,1,-1
35,109252872,43.0372436,-76.1331886,100000.0,8,1,-1,1,-1
36,325446304,43.0348528,-76.1311767,100000.0,43,1,-1,1,-1
36,478913826,43.0497914,-76.2401575,100000.0,24,1,-1,1,-1
36,1637870196,43.0764021,-76.1714357,100000.0,15,1,-1,1,-1
36,1372800167,43.0382515,-76.1296201,100000.0,43,1,-1,1,-1
36,1086262905,43.0355305,-76.1292817,100000.0,43,1,-1,1,-1
36,685259565,43.0329240,-76.1304675,100000.0,8,1,-1,1,-1
36,1799210656,43.0352860,-76.1398939,100000.0,8,1,-1,1,-1
36,476874687,43.0363155,-76.1285557,100000.0,43,1,-1,1,-1
36,1704517358,43.0799303,-76.1727109,100000.0,15,1,-1,1,-1
36,109252872,43.0371379,-76.1330211,100000.0,8,1,-1,1,-1
36,749095408,43.0327001,-76.1342551,100000.0,8,1,-1,1,-1
36,150447161,43.0350643,-76.1283858,100000.0,43,1,-1,1,-1
36,349027371,43.0755689,-76.1745259,100000.0,15,1,-1,1,-1
36,1766167445,43.0392985,-76.1282188,100000.0,43,1,-1,1,-1
36,1714881622,43.0801372,-76.1864983,999.0,-1,1,-1,1,-1
36,317816171,43.0351018,-76.1336216,100000.0,8,1,-1,1,-1
36,677549427,43.0764745,-76.1842405,999.0,-1,1,-1,1,-1
37,749095408,43.0325380,-76.1342536,100000.0,8,1,-1,1,-1
37,325446304,43.0346908,-76.1311773,100000.0,43,1,-1,1,-1
37,109252872,43.0370321,-76.1328539,100000.0,8,1,-1,1,-1
37,1086262905,43.0354276,-76.1291111,100000.0,43,1,-1,1,-1
37,340565617,43.0379395,-76.1312973,100000.0,43,1,-1,1,-1
37,677549427,43.0763141,-76.1842715,999.0,-1,1,-1,1,-1
37,1799210656,43.0352079,-76.1400875,100000.0,8,1,-1,1,-1
37,317816171,43.0349398,-76.1336241,100000.0,8,1,-1,1,-1
37,1714881622,43.0799764,-76.1865252,999.0,-1,1,-1,1,-1
37,1766167445,43.0393990,-76.1280455,100000.0,43,1,-1,1,-1
37,685259565,43.0327621,-76.1304774,100000.0,8,1,-1,1,-1
37,150447161,43.0349573,-76.1282200,100000.0,43,1,-1,1,-1
37,56909849,43.0478887,-76.2444480,999.0,-1,1,-1,1,-1
37,349027371,43.0754638,-76.1743576,100000.0,15,1,-1,1,-1
37,1372800167,43.0383364,-76.1294319,100000.0,43,1,-1,1,-1
37,476874687,43.0362056,-76.1283934,100000.0,43,1,-1,1,-1
37,1704517358,43.0798794,-76.1725010,100000.0,15,1,-1,1,-1
37,478913826,43.0497553,-76.2399421,100000.0,24,1,-1,1,-1
37,1637870196,43.0762924,-76.1712731,100000.0,15,1,-1,1,-1
38,1637870196,43.0761826,-76.1711106,100000.0,15,1,-1,1,-1
38,150447161,43.0348501,-76.1280543,100000.0,43,1,-1,1,-1
38,317816171,43.0347778,-76.1336267,100000.0,8,1,-1,1,-1
38,325446304,43.0345288,-76.1311779,100000.0,43,1,-1,1,-1
38,1799210656,43.0351297,-76.1402810,100000.0,8,1,-1,1,-1
38,749095408,43.0323760,-76.1342520,100000.0,8,1,-1,1,-1
38,1766167445,43.0394995,-76.1278723,100000.0,43,1,-1,1,-1
38,478913826,43.0497192,-76.2397267,100000.0,24,1,-1,1,-1
38,1372800167,43.0384214,-76.1292438,100000.0,43,1,-1,1,-1
38,56909849,43.0478546,-76.2442321,999.0,-1,1,-1,1,-1
38,685259565,43.0326003,-76.1304873,100000.0,8,1,-1,1,-1
38,1086262905,43.0353245,-76.1289408,100000.0,43,1,-1,1,-1
38,1704517358,43.0798286,-76.1722912,100000.0,15,1,-1,1,-1
38,677549427,43.0761536,-76.1843024,999.0,-1,1,-1,1,-1
38,1714881622,43.0798156,-76.1865521,999.0,-1,1,-1,1,-1
38,476874687,43.0360955,-76.1282314,100000.0,43,1,-1,1,-1
38,349027371,43.0753588,-76.1741894,100000.0,15,1,-1,1,-1
38,340565617,43.0377808,-76.1312527,100000.0,43,1,-1,1,-1
38,109252872,43.0369261,-76.1326868,100000.0,8,1,-1,1,-1
39,340565617,43.0376221,-76.1312083,100000.0,43,1,-1,1,-1
39,1217451766,43.0381553,-76.1307822,100000.0,43,1,-1,1,-1
39,1637870196,43.0760727,-76.1709481,100000.0,15,1,-1,1,-1
39,1799210656,43.0350515,-76.1404744,100000.0,8,1,-1,1,-1
39,1086262905,43.0352212,-76.1287705,100000.0,43,1,-1,1,-1
39,109252872,43.0368200,-76.1325198,100000.0,8,1,-1,1,-1
39,476874687,43.0359852,-76.1280695,100000.0,43,1,-1,1,-1
39,317816171,43.0346158,-76.1336292,100000.0,8,1,-1,1,-1
39,677549427,43.0759932,-76.1843333,999.0,-1,1,-1,1,-1
39,349027371,43.0752536,-76.1740212,100000.0,15,1,-1,1,-1
39,749095408,43.0322140,-76.1342504,100000.0,8,1,-1,1,-1
39,1766167445,43.0396002,-76.1276992,100000.0,43,1,-1,1,-1
39,325446304,43.0343667,-76.1311785,100000.0,43,1,-1,1,-1
39,685259565,43.0324384,-76.1304972,100000.0,8,1,-1,1,-1
39,478913826,43.0496832,-76.2395113,100000.0,24,1,-1,1,-1
39,1372800167,43.0385065,-76.1290559,100000.0,43,1,-1,1,-1
39,1704517358,43.0797777,-76.1720813,100000.0,15,1,-1,1,-1
39,1714881622,43.0796547,-76.1865790,999.0,-1,1,-1,1,-1
39,56909849,43.0478204,-76.2440161,999.0,-1,1,-1,1,-1
39,150447161,43.0347428,-76.1278889,100000.0,43,1,-1,1,-1
40,56909849,43.0477862,-76.2438002,999.0,-1,1,-1,1,-1
40,685259565,43.0322765,-76.1305071,100000.0,8,1,-1,1,-1
40,109252872,43.0367138,-76.1323530,100000.0,8,1,-1,1,-1
40,478913826,43.0496471,-76.2392960,100000.0,24,1,-1,1,-1
40,749095408,43.0320520,-76.1342489,100000.0,8,1,-1,1,-1
40,1445880173,43.0515643,-76.2533244,999.0,-1,1,-1,1,-1
40,1637870196,43.0759628,-76.1707857,100000.0,15,1,-1,1,-1
40,150447161,43.0346353,-76.1277236,100000.0,43,1,-1,1,-1
40,317816171,43.0344537,-76.1336317,100000.0,8,1,-1,1,-1
40,677549427,43.0758328,-76.1843642,999.0,-1,1,-1,1,-1
40,1372800167,43.0385918,-76.1288681,100000.0,8,1,-1,1,-1
40,1766167445,43.0397010,-76.1275263,100000.0,43,1,-1,1,-1
