TimeStep,ID,Latitude,Longitude,SignalStrength,CurrentBasestation,finished,Trajectory,Level,Flag
12,699110051,43.0742899,-76.1852616,999.0,-1,1,-1,2,-1
12,2022820733,43.0751341,-76.1802627,999.0,-1,1,-1,2,-1
12,1965672243,43.0371343,-76.1346970,100000.0,8,1,-1,2,-1
12,1264906701,43.0364288,-76.1297516,100000.0,8,1,-1,2,-1
13,699110051,43.0741563,-76.1851366,999.0,-1,1,-1,2,-1
13,1965672243,43.0370457,-76.1345120,100000.0,8,1,-1,2,-1
13,2022820733,43.0750070,-76.1801255,999.0,-1,1,-1,2,-1
13,735723167,43.0375926,-76.1307792,100000.0,8,1,-1,2,-1
13,1264906701,43.0362683,-76.1297206,100000.0,8,1,-1,2,-1
14,2022820733,43.0748800,-76.1799884,999.0,-1,1,-1,2,-1
14,735723167,43.0374771,-76.1306244,100000.0,8,1,-1,2,-1
14,1965672243,43.0369570,-76.1343272,100000.0,8,1,-1,2,-1
14,1264906701,43.0361079,-76.1296897,100000.0,8,1,-1,2,-1
14,699110051,43.0740227,-76.1850116,999.0,-1,1,-1,2,-1
15,1264906701,43.0359475,-76.1296588,100000.0,8,1,-1,2,-1
15,1965672243,43.0368682,-76.1341424,100000.0,8,1,-1,2,-1
15,735723167,43.0373614,-76.1304697,100000.0,8,1,-1,2,-1
15,2022820733,43.0747529,-76.1798513,999.0,-1,1,-1,2,-1
15,699110051,43.0738890,-76.1848867,999.0,-1,1,-1,2,-1
16,699110051,43.0737553,-76.1847618,999.0,-1,1,-1,2,-1
16,1264906701,43.0357870,-76.1296279,100000.0,8,1,-1,2,-1
16,1965672243,43.0367792,-76.1339578,100000.0,8,1,-1,2,-1
16,735723167,43.0372456,-76.1303153,100000.0,8,1,-1,2,-1
16,2022820733,43.0746257,-76.1797143,999.0,-1,1,-1,2,-1
17,699110051,43.0736216,-76.1846370,999.0,-1,1,-1,2,-1
17,735723167,43.0371296,-76.1301610,100000.0,8,1,-1,2,-1
17,1965672243,43.0366901,-76.1337733,100000.0,8,1,-1,2,-1
17,2022820733,43.0744986,-76.1795773,999.0,-1,1,-1,2,-1
17,1264906701,43.0356266,-76.1295971,100000.0,8,1,-1,2,-1
18,735723167,43.0370135,-76.1300069,100000.0,8,1,-1,2,-1
18,2022820733,43.0743714,-76.1794404,999.0,-1,1,-1,2,-1
18,605591939,43.0381452,-76.1327818,100000.0,43,1,-1,2,-1
18,1264906701,43.0354662,-76.1295663,100000.0,8,1,-1,2,-1
18,699110051,43.0734878,-76.1845123,999.0,-1,1,-1,2,-1
18,307866566,43.0469901,-76.2466664,999.0,-1,1,-1,2,-1
18,1965672243,43.0366009,-76.1335890,100000.0,8,1,-1,2,-1
19,699110051,43.0733541,-76.1843876,999.0,-1,1,-1,2,-1
19,2022820733,43.0742441,-76.1793036,100000.0,15,1,-1,2,-1
19,1965672243,43.0365116,-76.1334047,100000.0,8,1,-1,2,-1
19,307866566,43.0469576,-76.2464500,999.0,-1,1,-1,2,-1
19,1264906701,43.0353057,-76.1295356,100000.0,8,1,-1,2,-1
19,735723167,43.0368973,-76.1298529,100000.0,43,1,-1,2,-1
19,605591939,43.0380647,-76.1329735,100000.0,43,1,-1,2,-1
20,307866566,43.0469251,-76.2462335,999.0,-1,1,-1,2,-1
20,2022820733,43.0741169,-76.1791668,100000.0,15,1,-1,2,-1
20,1264906701,43.0351452,-76.1295049,100000.0,8,1,-1,2,-1
20,1965672243,43.0364220,-76.1332206,100000.0,8,1,-1,2,-1
20,605591939,43.0379841,-76.1331651,100000.0,43,1,-1,2,-1
20,1135876207,43.0268011,-76.0366466,999.0,-1,1,-1,2,-1
20,735723167,43.0367810,-76.1296992,100000.0,43,1,-1,2,-1
20,699110051,43.0732203,-76.1842629,999.0,-1,1,-1,2,-1
21,1264906701,43.0349848,-76.1294743,100000.0,8,1,-1,2,-1
21,1910039617,43.0380991,-76.1298941,100000.0,8,1,-1,2,-1
21,605591939,43.0379035,-76.1333567,100000.0,43,1,-1,2,-1
21,1965672243,43.0363324,-76.1330366,100000.0,8,1,-1,2,-1
21,699110051,43.0730864,-76.1841383,999.0,-1,1,-1,2,-1
21,307866566,43.0468926,-76.2460171,999.0,-1,1,-1,2,-1
21,2022820733,43.0739896,-76.1790300,100000.0,15,1,-1,2,-1
21,1135876207,43.0267605,-76.0368604,999.0,-1,1,-1,2,-1
21,735723167,43.0366645,-76.1295456,100000.0,43,1,-1,2,-1
22,605591939,43.0378228,-76.1335482,100000.0,43,1,-1,2,-1
22,1264906701,43.0348243,-76.1294437,100000.0,8,1,-1,2,-1
22,735723167,43.0365479,-76.1293923,100000.0,43,1,-1,2,-1
22,1910039617,43.0379950,-76.1297248,100000.0,8,1,-1,2,-1
22,1965672243,43.0362426,-76.1328527,100000.0,8,1,-1,2,-1
22,1135876207,43.0267198,-76.0370741,999.0,-1,1,-1,2,-1
22,307866566,43.0468601,-76.2458007,999.0,-1,1,-1,2,-1
22,699110051,43.0729526,-76.1840138,999.0,-1,1,-1,2,-1
22,2022820733,43.0738623,-76.1788933,100000.0,15,1,-1,2,-1
23,699110051,43.0728187,-76.1838893,999.0,-1,1,-1,2,-1
23,605591939,43.0377420,-76.1337397,100000.0,43,1,-1,2,-1
23,1264906701,43.0346638,-76.1294132,100000.0,8,1,-1,2,-1
23,735723167,43.0364312,-76.1292391,100000.0,43,1,-1,2,-1
23,2022820733,43.0737349,-76.1787567,100000.0,15,1,-1,2,-1
23,1135876207,43.0266792,-76.0372879,999.0,-1,1,-1,2,-1
23,307866566,43.0468276,-76.2455843,999.0,-1,1,-1,2,-1
23,1910039617,43.0378908,-76.1295557,100000.0,8,1,-1,2,-1
23,1965672243,43.0361527,-76.1326690,100000.0,8,1,-1,2,-1
24,699110051,43.0726848,-76.1837649,999.0,-1,1,-1,2,-1
24,1264906701,43.0345034,-76.1293827,100000.0,8,1,-1,2,-1
24,1910039617,43.0377865,-76.1293867,100000.0,8,1,-1,2,-1
24,1278919950,43.0786625,-76.1736458,100000.0,15,1,-1,2,-1
24,735723167,43.0363143,-76.1290861,100000.0,43,1,-1,2,-1
24,1965672243,43.0360626,-76.1324854,100000.0,8,1,-1,2,-1
24,307866566,43.0467950,-76.2453679,999.0,-1,1,-1,2,-1
24,2022820733,43.0736075,-76.1786201,100000.0,15,1,-1,2,-1
24,1135876207,43.0266385,-76.0375017,999.0,-1,1,-1,2,-1
24,605591939,43.0376612,-76.1339312,100000.0,43,1,-1,2,-1
25,1910039617,43.0376820,-76.1292179,100000.0,8,1,-1,2,-1
25,1264906701,43.0343429,-76.1293523,100000.0,8,1,-1,2,-1
25,1278919950,43.0785511,-76.1734853,100000.0,15,1,-1,2,-1
25,2022820733,43.0734801,-76.1784836,100000.0,15,1,-1,2,-1
25,1965672243,43.0359724,-76.1323019,100000.0,8,1,-1,2,-1
25,735723167,43.0361973,-76.1289333,100000.0,43,1,-1,2,-1
25,605591939,43.0375803,-76.1341225,100000.0,43,1,-1,2,-1
25,699110051,43.0725509,-76.1836405,999.0,-1,1,-1,2,-1
25,307866566,43.0467624,-76.2451515,999.0,-1,1,-1,2,-1
25,1135876207,43.0265977,-76.0377154,999.0,-1,1,-1,2,-1
26,2022820733,43.0733527,-76.1783471,100000.0,15,1,-1,2,-1
26,699110051,43.0724169,-76.1835162,999.0,-1,1,-1,2,-1
26,307866566,43.0467299,-76.2449350,999.0,-1,1,-1,2,-1
26,735723167,43.0360802,-76.1287807,100000.0,43,1,-1,2,-1
26,1910039617,43.0375774,-76.1290492,100000.0,8,1,-1,2,-1
26,605591939,43.0374993,-76.1343139,100000.0,43,1,-1,2,-1
26,1965672243,43.0358821,-76.1321186,100000.0,8,1,-1,2,-1
26,1278919950,43.0784396,-76.1733249,100000.0,15,1,-1,2,-1
26,1135876207,43.0265570,-76.0379292,999.0,-1,1,-1,2,-1
26,1264906701,43.0341824,-76.1293219,100000.0,8,1,-1,2,-1
27,1264906701,43.0340219,-76.1292916,100000.0,8,1,-1,2,-1
27,1278919950,43.0783282,-76.1731645,100000.0,15,1,-1,2,-1
27,699110051,43.0722829,-76.1833920,999.0,-1,1,-1,2,-1
27,2022820733,43.0732252,-76.1782107,100000.0,15,1,-1,2,-1
27,605591939,43.0374183,-76.1345052,100000.0,43,1,-1,2,-1
27,307866566,43.0466973,-76.2447186,999.0,-1,1,-1,2,-1
27,735723167,43.0359629,-76.1286283,100000.0,43,1,-1,2,-1
27,1910039617,43.0374726,-76.1288807,100000.0,43,1,-1,2,-1
27,1135876207,43.0265162,-76.0381429,999.0,-1,1,-1,2,-1
27,1965672243,43.0357916,-76.1319353,100000.0,8,1,-1,2,-1
28,699110051,43.0721489,-76.1832678,999.0,-1,1,-1,2,-1
28,735723167,43.0358455,-76.1284761,100000.0,43,1,-1,2,-1
28,1278919950,43.0782166,-76.1730042,100000.0,15,1,-1,2,-1
28,605591939,43.0373372,-76.1346964,100000.0,43,1,-1,2,-1
28,307866566,43.0466647,-76.2445023,999.0,-1,1,-1,2,-1
28,1264906701,43.0338614,-76.1292613,100000.0,8,1,-1,2,-1
28,2022820733,43.0730977,-76.1780743,100000.0,15,1,-1,2,-1
28,1965672243,43.0357010,-76.1317523,100000.0,8,1,-1,2,-1
28,1910039617,43.0373678,-76.1287123,100000.0,43,1,-1,2,-1
28,1135876207,43.0264754,-76.0383566,999.0,-1,1,-1,2,-1
29,2022820733,43.0729702,-76.1779380,100000.0,15,1,-1,2,-1
29,735723167,43.0357279,-76.1283241,100000.0,43,1,-1,2,-1
29,1965672243,43.0356102,-76.1315693,100000.0,8,1,-1,2,-1
29,1910039617,43.0372628,-76.1285441,100000.0,43,1,-1,2,-1
29,1750805425,43.0784331,-76.1864972,999.0,-1,1,-1,2,-1
29,1264906701,43.0337009,-76.1292311,100000.0,8,1,-1,2,-1
29,1278919950,43.0781051,-76.1728439,100000.0,15,1,-1,2,-1
29,699110051,43.0720148,-76.1831436,999.0,-1,1,-1,2,-1
29,307866566,43.0466320,-76.2442859,999.0,-1,1,-1,2,-1
29,605591939,43.0372561,-76.1348876,100000.0,43,1,-1,2,-1
29,1135876207,43.0264346,-76.0385704,999.0,-1,1,-1,2,-1
30,2022820733,43.0728426,-76.1778018,100000.0,15,1,-1,2,-1
30,1750805425,43.0782939,-76.1863839,999.0,-1,1,-1,2,-1
30,1910039617,43.0371576,-76.1283760,100000.0,43,1,-1,2,-1
30,1965672243,43.0355192,-76.1313865,100000.0,8,1,-1,2,-1
30,1264906701,43.0335404,-76.1292009,100000.0,8,1,-1,2,-1
30,605591939,43.0371749,-76.1350787,100000.0,8,1,-1,2,-1
30,153571579,43.0377116,-76.1332958,100000.0,8,1,-1,2,-1
30,307866566,43.0465994,-76.2440695,999.0,-1,1,-1,2,-1
30,1278919950,43.0779935,-76.1726836,100000.0,15,1,-1,2,-1
30,735723167,43.0356102,-76.1281723,100000.0,43,1,-1,2,-1
30,699110051,43.0718808,-76.1830195,999.0,-1,1,-1,2,-1
30,1135876207,43.0263938,-76.0387841,999.0,-1,1,-1,2,-1
31,1278919950,43.0778818,-76.1725235,100000.0,15,1,-1,2,-1
31,1750805425,43.0781548,-76.1862707,999.0,-1,1,-1,2,-1
31,605591939,43.0370936,-76.1352698,100000.0,8,1,-1,2,-1
31,307866566,43.0465668,-76.2438531,999.0,-1,1,-1,2,-1
31,735723167,43.0354924,-76.1280208,100000.0,43,1,-1,2,-1
31,2022820733,43.0727150,-76.1776656,100000.0,15,1,-1,2,-1
31,292613086,43.0372429,-76.1354033,100000.0,8,1,-1,2,-1
31,1910039617,43.0370524,-76.1282081,100000.0,43,1,-1,2,-1
31,153571579,43.0375502,-76.1332757,100000.0,8,1,-1,2,-1
31,699110051,43.0717467,-76.1828955,999.0,-1,1,-1,2,-1
31,1965672243,43.0354282,-76.1312038,100000.0,8,1,-1,2,-1
31,1135876207,43.0263529,-76.0389978,999.0,-1,1,-1,2,-1
31,1264906701,43.0333799,-76.1291708,100000.0,8,1,-1,2,-1
32,153571579,43.0373889,-76.1332556,100000.0,8,1,-1,2,-1
32,1965672243,43.0353369,-76.1310213,100000.0,8,1,-1,2,-1
32,699110051,43.0716125,-76.1827715,999.0,-1,1,-1,2,-1
32,1750805425,43.0780156,-76.1861575,999.0,-1,1,-1,2,-1
32,493514638,43.0483052,-76.2508116,999.0,-1,1,-1,2,-1
32,1910039617,43.0369470,-76.1280403,100000.0,43,1,-1,2,-1
32,1278919950,43.0777701,-76.1723634,100000.0,15,1,-1,2,-1
32,735723167,43.0353744,-76.1278694,100000.0,43,1,-1,2,-1
32,2022820733,43.0725873,-76.1775294,100000.0,15,1,-1,2,-1
32,307866566,43.0465341,-76.2436367,999.0,-1,1,-1,2,-1
32,605591939,43.0370123,-76.1354608,100000.0,8,1,-1,2,-1
32,292613086,43.0371619,-76.1355946,100000.0,8,1,-1,2,-1
32,1264906701,43.0332194,-76.1291407,100000.0,8,1,-1,2,-1
32,1135876207,43.0263120,-76.0392115,999.0,-1,1,-1,2,-1
33,153571579,43.0372275,-76.1332355,100000.0,8,1,-1,2,-1
33,699110051,43.0714784,-76.1826476,999.0,-1,1,-1,2,-1
33,1910039617,43.0368414,-76.1278727,100000.0,43,1,-1,2,-1
33,1965672243,43.0352455,-76.1308389,100000.0,8,1,-1,2,-1
33,1278919950,43.0776584,-76.1722033,100000.0,15,1,-1,2,-1
33,1135876207,43.0262711,-76.0394251,999.0,-1,1,-1,2,-1
33,1264906701,43.0330589,-76.1291107,100000.0,8,1,-1,2,-1
33,2022820733,43.0724597,-76.1773934,100000.0,15,1,-1,2,-1
33,605591939,43.0369309,-76.1356518,100000.0,8,1,-1,2,-1
33,292613086,43.0370809,-76.1357859,100000.0,8,1,-1,2,-1
33,307866566,43.0465014,-76.2434203,999.0,-1,1,-1,2,-1
33,493514638,43.0482446,-76.2506067,999.0,-1,1,-1,2,-1
33,735723167,43.0352563,-76.1277182,100000.0,43,1,-1,2,-1
33,1750805425,43.0778764,-76.1860443,999.0,-1,1,-1,2,-1
34,307866566,43.0464687,-76.2432040,999.0,-1,1,-1,2,-1
34,2022820733,43.0723320,-76.1772573,100000.0,15,1,-1,2,-1
34,735723167,43.0351380,-76.1275672,100000.0,43,1,-1,2,-1
34,153571579,43.0370661,-76.1332155,100000.0,8,1,-1,2,-1
34,699110051,43.0713442,-76.1825237,999.0,-1,1,-1,2,-1
34,292613086,43.0369998,-76.1359771,100000.0,8,1,-1,2,-1
34,605591939,43.0368494,-76.1358428,100000.0,8,1,-1,2,-1
34,1135876207,43.0262301,-76.0396388,999.0,-1,1,-1,2,-1
34,1278919950,43.0775466,-76.1720433,100000.0,15,1,-1,2,-1
34,1519761187,43.0819171,-76.1757256,100000.0,15,1,-1,2,-1
34,1264906701,43.0328983,-76.1290808,100000.0,8,1,-1,2,-1
34,1910039617,43.0367357,-76.1277053,100000.0,43,1,-1,2,-1
34,1965672243,43.0351540,-76.1306567,100000.0,8,1,-1,2,-1
34,493514638,43.0481840,-76.2504019,999.0,-1,1,-1,2,-1
34,1750805425,43.0777372,-76.1859312,999.0,-1,1,-1,2,-1
35,699110051,43.0712100,-76.1823999,999.0,-1,1,-1,2,-1
35,307866566,43.0464360,-76.2429876,999.0,-1,1,-1,2,-1
35,1519761187,43.0818081,-76.1755621,100000.0,15,1,-1,2,-1
35,2022820733,43.0722043,-76.1771214,100000.0,15,1,-1,2,-1
35,1965672243,43.0350623,-76.1304746,100000.0,8,1,-1,2,-1
35,493514638,43.0481233,-76.2501970,999.0,-1,1,-1,2,-1
35,605591939,43.0367679,-76.1360336,100000.0,8,1,-1,2,-1
35,1278919950,43.0774348,-76.1718833,100000.0,15,1,-1,2,-1
35,292613086,43.0369186,-76.1361683,100000.0,8,1,-1,2,-1
35,233448560,43.0380258,-76.1330308,100000.0,8,1,-1,2,-1
35,153571579,43.0369048,-76.1331955,100000.0,8,1,-1,2,-1
35,1910039617,43.0366299,-76.1275380,100000.0,43,1,-1,2,-1
35,1750805425,43.0775980,-76.1858182,999.0,-1,1,-1,2,-1
35,1135876207,43.0261891,-76.0398525,999.0,-1,1,-1,2,-1
35,735723167,43.0350196,-76.1274165,100000.0,43,1,-1,2,-1
35,1264906701,43.0327378,-76.1290508,100000.0,8,1,-1,2,-1
36,1750805425,43.0774587,-76.1857052,999.0,-1,1,-1,2,-1
36,292613086,43.0368374,-76.1363594,100000.0,8,1,-1,2,-1
36,735723167,43.0349010,-76.1272659,100000.0,43,1,-1,2,-1
36,153571579,43.0367434,-76.1331755,100000.0,8,1,-1,2,-1
36,1519761187,43.0816991,-76.1753986,100000.0,15,1,-1,2,-1
36,493514638,43.0480627,-76.2499921,999.0,-1,1,-1,2,-1
36,1910039617,43.0365240,-76.1273709,100000.0,43,1,-1,2,-1
36,233448560,43.0379311,-76.1328516,100000.0,8,1,-1,2,-1
36,1965672243,43.0349705,-76.1302926,100000.0,8,1,-1,2,-1
36,1135876207,43.0261481,-76.0400661,999.0,-1,1,-1,2,-1
36,605591939,43.0366863,-76.1362245,100000.0,8,1,-1,2,-1
36,1278919950,43.0773230,-76.1717234,100000.0,15,1,-1,2,-1
36,1264906701,43.0325773,-76.1290210,100000.0,8,1,-1,2,-1
36,307866566,43.0464033,-76.2427712,999.0,-1,1,-1,2,-1
36,699110051,43.0710757,-76.1822762,999.0,-1,1,-1,2,-1
36,2022820733,43.0720765,-76.1769855,100000.0,15,1,-1,2,-1
37,1910039617,43.0364179,-76.1272040,100000.0,43,1,-1,2,-1
37,1135876207,43.0261071,-76.0402798,999.0,-1,1,-1,2,-1
37,1519761187,43.0815900,-76.1752352,100000.0,15,1,-1,2,-1
37,153571579,43.0365821,-76.1331556,100000.0,8,1,-1,2,-1
37,699110051,43.0709415,-76.1821525,999.0,-1,1,-1,2,-1
37,292613086,43.0367561,-76.1365505,100000.0,8,1,-1,2,-1
37,605591939,43.0366046,-76.1364152,100000.0,8,1,-1,2,-1
37,1278919950,43.0772111,-76.1715635,100000.0,15,1,-1,2,-1
37,2022820733,43.0719487,-76.1768496,100000.0,15,1,-1,2,-1
37,1750805425,43.0773195,-76.1855923,999.0,-1,1,-1,2,-1
37,735723167,43.0347823,-76.1271156,100000.0,43,1,-1,2,-1
37,493514638,43.0480020,-76.2497873,999.0,-1,1,-1,2,-1
37,307866566,43.0463706,-76.2425549,999.0,-1,1,-1,2,-1
37,233448560,43.0378362,-76.1326725,100000.0,8,1,-1,2,-1
37,1264906701,43.0324167,-76.1289912,100000.0,8,1,-1,2,-1
37,1965672243,43.0348785,-76.1301108,100000.0,8,1,-1,2,-1
38,735723167,43.0346635,-76.1269655,100000.0,43,1,-1,2,-1
38,493514638,43.0479413,-76.2495825,999.0,-1,1,-1,2,-1
38,1965672243,43.0347863,-76.1299292,100000.0,8,1,-1,2,-1
38,153571579,43.0364207,-76.1331357,100000.0,8,1,-1,2,-1
38,1750805425,43.0771802,-76.1854794,999.0,-1,1,-1,2,-1
38,292613086,43.0366748,-76.1367415,100000.0,8,1,-1,2,-1
38,1135876207,43.0260661,-76.0404934,999.0,-1,1,-1,2,-1
38,1264906701,43.0322562,-76.1289614,100000.0,8,1,-1,2,-1
38,233448560,43.0377413,-76.1324935,100000.0,8,1,-1,2,-1
38,307866566,43.0463378,-76.2423385,999.0,-1,1,-1,2,-1
38,1910039617,43.0363116,-76.1270372,100000.0,43,1,-1,2,-1
38,1278919950,43.0770991,-76.1714037,100000.0,15,1,-1,2,-1
38,699110051,43.0708072,-76.1820288,999.0,-1,1,-1,2,-1
38,2022820733,43.0718209,-76.1767138,100000.0,15,1,-1,2,-1
38,1519761187,43.0814808,-76.1750718,100000.0,15,1,-1,2,-1
38,605591939,43.0365229,-76.1366060,100000.0,8,1,-1,2,-1
39,307866566,43.0463051,-76.2421222,999.0,-1,1,-1,2,-1
39,1135876207,43.0260250,-76.0407070,999.0,-1,1,-1,2,-1
39,735723167,43.0345445,-76.1268156,100000.0,43,1,-1,2,-1
39,1965672243,43.0346940,-76.1297476,100000.0,8,1,-1,2,-1
39,493514638,43.0478805,-76.2493776,999.0,-1,1,-1,2,-1
39,1519761187,43.0813717,-76.1749084,100000.0,15,1,-1,2,-1
39,233448560,43.0376462,-76.1323146,100000.0,8,1,-1,2,-1
39,2022820733,43.0716930,-76.1765780,100000.0,15,1,-1,2,-1
39,1750805425,43.0770408,-76.1853666,999.0,-1,1,-1,2,-1
39,292613086,43.0365934,-76.1369325,100000.0,8,1,-1,2,-1
39,153571579,43.0362593,-76.1331159,100000.0,8,1,-1,2,-1
39,699110051,43.0706729,-76.1819052,999.0,-1,1,-1,2,-1
39,1264906701,43.0320956,-76.1289317,100000.0,8,1,-1,2,-1
39,605591939,43.0364411,-76.1367966,100000.0,8,1,-1,2,-1
39,1278919950,43.0769872,-76.1712440,100000.0,15,1,-1,2,-1
39,1910039617,43.0362053,-76.1268706,100000.0,43,1,-1,2,-1
40,233448560,43.0375510,-76.1321359,100000.0,8,1,-1,2,-1
40,153571579,43.0360979,-76.1330961,100000.0,8,1,-1,2,-1
40,292613086,43.0365119,-76.1371234,100000.0,8,1,-1,2,-1
40,1264906701,43.0319351,-76.1289020,100000.0,43,1,-1,2,-1
40,493514638,43.0478198,-76.2491728,999.0,-1,1,-1,2,-1
40,1135876207,43.0259839,-76.0409207,999.0,-1,1,-1,2,-1
40,735723167,43.0344253,-76.1266659,100000.0,43,1,-1,2,-1
40,307866566,43.0462723,-76.2419058,999.0,-1,1,-1,2,-1
40,2022820733,43.0715651,-76.1764424,100000.0,15,1,-1,2,-1
40,1910039617,43.0360987,-76.1267042,100000.0,43,1,-1,2,-1
40,1965672243,43.0346015,-76.1295663,100000.0,8,1,-1,2,-1
40,605591939,43.0363593,-76.1369873,100000.0,8,1,-1,2,-1
40,1750805425,43.0769015,-76.1852538,999.0,-1,1,-1,2,-1
40,1278919950,43.0768751,-76.1710843,100000.0,15,1,-1,2,-1
40,699110051,43.0705385,-76.1817817,999.0,-1,1,-1,2,-1
40,1519761187,43.0812625,-76.1747452,100000.0,15,1,-1,2,-1
41,1679060598,43.0377747,-76.1336745,100000.0,8,1,-1,2,-1
41,292613086,43.0364304,-76.1373143,100000.0,8,1,-1,2,-1
41,1135876207,43.0259428,-76.0411343,999.0,-1,1,-1,2,-1
41,605591939,43.0362773,-76.1371778,100000.0,8,1,-1,2,-1
41,1750805425,43.0767621,-76.1851411,999.0,-1,1,-1,2,-1
41,493514638,43.0477590,-76.2489681,999.0,-1,1,-1,2,-1
41,699110051,43.0704041,-76.1816583,999.0,-1,1,-1,2,-1
41,1910039617,43.0359921,-76.1265379,100000.0,43,1,-1,2,-1
41,2022820733,43.0714372,-76.1763067,100000.0,15,1,-1,2,-1
41,1264906701,43.0317745,-76.1288724,100000.0,43,1,-1,2,-1
41,233448560,43.0374557,-76.1319573,100000.0,43,1,-1,2,-1
41,1278919950,43.0767631,-76.1709246,100000.0,15,1,-1,2,-1
41,735723167,43.0343060,-76.1265165,100000.0,43,1,-1,2,-1
41,1965672243,43.0345088,-76.1293851,100000.0,8,1,-1,2,-1
41,153571579,43.0359366,-76.1330763,100000.0,8,1,-1,2,-1
41,1519761187,43.0811532,-76.1745819,100000.0,15,1,-1,2,-1
41,307866566,43.0462395,-76.2416895,999.0,-1,1,-1,2,-1
42,307866566,43.0462067,-76.2414731,100000.0,24,1,-1,2,-1
42,233448560,43.0373602,-76.1317788,100000.0,43,1,-1,2,-1
42,2022820733,43.0713092,-76.1761711,100000.0,15,1,-1,2,-1
42,1910039617,43.0358853,-76.1263718,100000.0,43,1,-1,2,-1
42,1135876207,43.0259016,-76.0413479,999.0,-1,1,-1,2,-1
42,1278919950,43.0766510,-76.1707650,100000.0,15,1,-1,2,-1
42,1264906701,43.0316139,-76.1288429,100000.0,43,1,-1,2,-1
42,1519761187,43.0810440,-76.1744187,100000.0,15,1,-1,2,-1
42,1750805425,43.0766227,-76.1850284,999.0,-1,1,-1,2,-1
42,153571579,43.0357752,-76.1330565,100000.0,8,1,-1,2,-1
42,735723167,43.0341865,-76.1263672,100000.0,43,1,-1,2,-1
42,699110051,43.0702697,-76.1815348,999.0,-1,1,-1,2,-1
42,605591939,43.0361954,-76.1373684,100000.0,8,1,-1,2,-1
42,493514638,43.0476982,-76.2487633,999.0,-1,1,-1,2,-1
42,1965672243,43.0344160,-76.1292041,100000.0,8,1,-1,2,-1
42,292613086,43.0363488,-76.1375051,100000.0,8,1,-1,2,-1
42,1679060598,43.0376986,-76.1338695,100000.0,8,1,-1,2,-1
43,233448560,43.0372647,-76.1316004,100000.0,43,1,-1,2,-1
43,1264906701,43.0314533,-76.1288134,100000.0,43,1,-1,2,-1
43,307866566,43.0461739,-76.2412568,100000.0,24,1,-1,2,-1
43,1278919950,43.0765389,-76.1706055,100000.0,15,1,-1,2,-1
43,735723167,43.0340669,-76.1262183,100000.0,43,1,-1,2,-1
43,1965672243,43.0343230,-76.1290232,100000.0,8,1,-1,2,-1
43,493514638,43.0476374,-76.2485585,999.0,-1,1,-1,2,-1
43,1750805425,43.0764833,-76.1849158,999.0,-1,1,-1,2,-1
43,1135876207,43.0258604,-76.0415615,999.0,-1,1,-1,2,-1
43,605591939,43.0361133,-76.1375588,100000.0,8,1,-1,2,-1
43,1679060598,43.0376225,-76.1340645,100000.0,8,1,-1,2,-1
43,292613086,43.0362671,-76.1376959,100000.0,8,1,-1,2,-1
43,699110051,43.0701353,-76.1814115,999.0,-1,1,-1,2,-1
43,2022820733,43.0711812,-76.1760356,100000.0,15,1,-1,2,-1
