TimeStep,ID,Latitude,Longitude,Altitude,SignalStrength,CurrentBasestation,finished,Trajectory
73,528871576,43.0759483,-76.1818973,2,129.8626398,7,1,-1
73,60575480,43.0465547,-76.2319303,2,135.8592127,9,1,-1
74,1707145787,43.0769889,-76.1726454,2,127.4716255,7,1,-1
74,998966060,43.0450757,-76.2495476,2,999,-1,1,-1
74,234184799,43.0298775,-76.1215288,2,137.0045545,8,1,-1
74,1458493498,43.029179,-76.1217252,2,136.6397786,8,1,-1
75,998966060,43.0450478,-76.24933,2,999,-1,1,-1
75,1737904745,43.068074,-76.1684761,2,112.4111317,7,1,-1
75,799714932,43.0341044,-76.1336387,2,131.9030942,1,1,-1
75,519169945,43.0377763,-76.1341115,2,127.2696973,1,1,-1
75,60575480,43.0464142,-76.2315322,2,139.0507845,4,1,-1
76,1708706542,43.0274651,-76.0497839,2,999,-1,1,-1
76,1509440266,43.0344431,-76.129595,2,132.3498856,1,1,-1
76,923988192,43.0504783,-76.2395165,2,136.330844,9,1,-1
76,757675095,43.070608,-76.1660669,2,120.177279,7,1,-1
77,1509440266,43.0343445,-76.1294197,2,132.492042,1,1,-1
77,1708706542,43.0274436,-76.0500028,2,999,-1,1,-1
77,757675095,43.0705023,-76.1658995,2,120.3476403,7,1,-1
77,1737904745,43.0677779,-76.1682967,2,113.2283805,7,1,-1
77,923988192,43.0504417,-76.2393013,2,136.2537482,9,1,-1
78,1708706542,43.0274221,-76.0502216,2,999,-1,1,-1
78,528871576,43.0751434,-76.1820224,2,129.2078433,7,1,-1
78,998966060,43.0449641,-76.2486772,2,999,-1,1,-1
78,1509440266,43.0342457,-76.1292447,2,132.6333579,1,1,-1
79,72524579,43.0287742,-76.1321789,2,136.7211957,1,1,-1
79,923988192,43.0503686,-76.2388708,2,136.1004576,9,1,-1
79,1737904745,43.0674816,-76.1681175,2,114.0984975,7,1,-1
79,1947862555,43.0302082,-76.1342844,2,135.4801608,1,2,1
79,1707145787,43.0762714,-76.1721323,2,126.3282323,7,1,-1
80,519169945,43.0373419,-76.1331793,2,128.0717213,1,1,-1
80,2030645982,43.0260878,-76.0382808,2,999,-1,1,-1
80,1947862555,43.0300462,-76.1342879,2,135.6113101,1,2,1
80,1509440266,43.0340476,-76.1288951,2,132.9134279,1,1,-1
81,1708706542,43.0273576,-76.0508783,2,999,-1,1,-1
81,519169945,43.0372547,-76.1329931,2,128.2336336,1,1,-1
81,1458493498,43.0283879,-76.1206174,2,135.7798718,8,1,-1
81,127265642,43.037243,-76.1301135,2,129.3163906,1,1,-1
81,1947862555,43.0298841,-76.1342914,2,135.7411618,1,2,1
82,1691499641,43.0802187,-76.1734227,2,131.5281232,7,2,1
82,1737904745,43.0670371,-76.1678493,2,115.4394208,7,1,-1
82,72524579,43.0282897,-76.132126,2,137.0762385,1,1,-1
82,2030645982,43.0259841,-76.0386993,2,999,-1,1,-1
82,234184799,43.0289002,-76.1203681,2,138.7962802,1,1,-1
82,1947862555,43.0297221,-76.1342948,2,135.8697413,1,2,1
83,2030645982,43.0259322,-76.0389085,2,999,-1,1,-1
83,519169945,43.0370798,-76.1326212,2,128.5579638,1,1,-1
83,923988192,43.0502221,-76.23801,2,135.7981018,9,1,-1
83,72524579,43.0281282,-76.1321084,2,137.1924755,1,1,-1
83,757675095,43.069867,-76.1648957,2,121.5276391,7,1,-1
84,519169945,43.0369922,-76.1324354,2,128.7201685,1,1,-1
84,799714932,43.0327005,-76.1331012,2,133.3689276,1,1,-1
84,1509440266,43.0336493,-76.1281982,2,133.4631137,1,1,-1
84,528871576,43.0741774,-76.1821719,2,128.4548862,7,1,-1
84,923988192,43.0501855,-76.2377948,2,135.7235295,9,1,-1
85,1947862555,43.0292361,-76.1343051,2,136.2480877,1,2,1
85,1708706542,43.0272714,-76.0517539,2,999,-1,1,-1
85,923988192,43.0501488,-76.2375796,2,135.649413,9,1,-1
85,528871576,43.0740164,-76.1821967,2,128.3345021,7,1,-1
85,1053069655,43.0516614,-76.2333856,2,132.7177604,9,1,-1
86,60575480,43.0456394,-76.2293437,2,135.8935817,9,1,-1
86,757675095,43.0695488,-76.1643946,2,122.1855993,7,1,-1
86,2030645982,43.0257763,-76.039536,2,999,-1,1,-1
86,1053069655,43.0516213,-76.2331716,2,999,-1,1,-1
86,519169945,43.0368165,-76.1320642,2,129.0441799,1,1,-1
86,1737904745,43.0664442,-76.1674925,2,117.2002495,7,1,-1
87,998966060,43.0447122,-76.2467189,2,999,-1,1,-1
87,923988192,43.0500754,-76.2371492,2,135.5026503,9,1,-1
87,60575480,43.0455688,-76.2291449,2,135.9052152,9,1,-1
87,234184799,43.0282823,-76.119654,2,135.3924705,8,1,-1
87,1707145787,43.0751223,-76.1713143,2,124.3350898,7,1,-1
88,1708706542,43.0272067,-76.0524105,2,999,-1,1,-1
88,799714932,43.032076,-76.1328648,2,133.9720316,1,1,-1
88,2030645982,43.0256722,-76.0399543,2,999,-1,1,-1
88,1917919405,43.0800998,-76.1738126,2,131.5137672,7,2,1
88,1707145787,43.0749785,-76.1712123,2,124.0715924,7,1,-1
89,1707145787,43.0748348,-76.1711104,2,123.804999,7,1,-1
89,72524579,43.0271591,-76.1320037,2,137.8689942,1,1,-1
89,60575480,43.0454275,-76.2287473,2,135.9322593,9,1,-1
89,799714932,43.0319199,-76.1328059,2,134.1186293,1,1,-1
89,1917919405,43.079988,-76.1736526,2,131.3766388,7,2,1
90,519169945,43.0364637,-76.1313231,2,129.6883635,1,1,-1
90,1691499641,43.0799809,-76.1716844,2,131.2160072,7,1,-1
90,799714932,43.0317637,-76.1327471,2,134.2636273,1,1,-1
90,923988192,43.0499652,-76.2365037,2,135.2865839,9,1,-1
90,72524579,43.0269975,-76.1319864,2,137.9784196,1,1,-1
90,528871576,43.0732114,-76.1823206,2,127.7626491,7,1,-1
91,2030645982,43.0255158,-76.0405816,2,999,-1,1,-1
91,1707145787,43.0745471,-76.1709067,2,123.2628269,7,1,-1
91,1509440266,43.0329447,-76.1269866,2,134.3909435,1,1,-1
91,799714932,43.0316075,-76.1326885,2,134.4070593,1,1,-1
91,519169945,43.0363751,-76.1311381,2,129.8482116,1,1,-1
91,1691499641,43.0799511,-76.1714672,2,131.1874998,7,1,-1
92,1707145787,43.0744033,-76.1708049,2,122.9874557,7,1,-1
92,127265642,43.0378264,-76.1278176,2,129.7047567,1,1,-1
92,519169945,43.0362864,-76.1309533,2,130.0074659,1,1,-1
92,72524579,43.0266745,-76.1319518,2,138.1945591,1,1,-1
92,234184799,43.0276586,-76.1189493,2,134.7144543,8,1,-1
92,528871576,43.0728894,-76.1823699,2,127.5507497,7,1,-1
93,234184799,43.0275331,-76.1188096,2,134.5744589,8,1,-1
93,1424164685,43.0349934,-76.1381313,2,131.0281508,1,1,-1
93,1691499641,43.0798913,-76.1710327,2,131.1378836,7,1,-1
93,1707145787,43.0742595,-76.1707033,2,136.8243114,7,1,-1
93,528871576,43.0727283,-76.1823946,2,127.44904,7,1,-1
93,998966060,43.0445437,-76.2454135,2,999,-1,1,-1
94,1708706542,43.027077,-76.0537237,2,999,-1,1,-1
94,1707145787,43.0741156,-76.1706016,2,122.4288637,7,1,-1
94,757675095,43.0686979,-76.1630609,2,124.0199122,7,1,-1
94,1424164685,43.0349264,-76.1383323,2,131.128466,1,1,-1
94,1053069655,43.0512999,-76.2314593,2,132.0564967,9,1,-1
94,528871576,43.0725673,-76.1824192,2,127.3503743,7,1,-1
95,757675095,43.0685913,-76.1628944,2,124.2503284,7,1,-1
95,528871576,43.0724063,-76.1824439,2,127.2549172,7,1,-1
95,1917919405,43.0793164,-76.1726938,2,130.5465471,7,2,1
95,1458493498,43.0267665,-76.1184554,2,133.8667495,8,1,-1
95,519169945,43.0360196,-76.1303994,2,130.4811978,1,1,-1
95,1737904745,43.0651089,-76.1666932,2,120.7768954,7,1,-1
96,528871576,43.0722453,-76.1824684,2,127.1628336,7,1,-1
96,1509440266,43.0324355,-76.1261278,2,135.0271361,1,1,-1
96,1053069655,43.0512193,-76.2310313,2,131.925706,9,1,-1
96,1424164685,43.0347921,-76.1387344,2,131.3323574,1,1,-1
96,1947862555,43.027454,-76.1343424,2,137.5488296,1,2,1
96,234184799,43.0271552,-76.118393,2,134.145098,8,1,-1
97,1708706542,43.027012,-76.0543803,2,999,-1,1,-1
97,1509440266,43.032333,-76.1259567,2,135.1517578,1,1,-1
97,2030645982,43.0252023,-76.0418358,2,999,-1,1,-1
97,72524579,43.0258668,-76.1318662,2,138.7197641,1,1,-1
97,757675095,43.068378,-76.1625617,2,124.7089086,7,1,-1
97,519169945,43.0358409,-76.1300308,2,130.793264,1,1,-1
98,1947862555,43.02713,-76.1343491,2,137.7720575,1,2,1
98,923988192,43.0496706,-76.2347825,2,134.7398049,9,1,-1
98,60575480,43.04479,-76.2269592,2,136.1144764,9,1,-1
98,203254937,43.0811528,-76.1831683,2,999,-1,1,-1
98,2030645982,43.0251499,-76.0420448,2,999,-1,1,-1
98,1737904745,43.0646634,-76.1664279,2,121.8337403,7,1,-1
99,1917919405,43.0788678,-76.1720556,2,129.9895681,7,2,1
99,1691499641,43.0797117,-76.1697293,2,131.0500387,7,1,-1
99,1737904745,43.0645149,-76.1663396,2,122.1717336,7,1,-1
99,799714932,43.0303572,-76.1322225,2,135.50188,1,1,-1
99,998966060,43.0443749,-76.2441082,2,999,-1,1,-1
99,234184799,43.0267749,-76.1179803,2,133.7009144,8,1,-1
100,127265642,43.0382562,-76.1261505,2,130.20007,1,1,-1
100,373889326,43.0265225,-76.0330842,2,999,-1,1,-1
100,1424164685,43.0345229,-76.139538,2,999,-1,1,-1
100,60575480,43.044648,-76.226562,2,136.1678792,9,1,-1
100,1509440266,43.0320242,-76.125445,2,139.2723437,8,1,-1
100,1947862555,43.026806,-76.1343557,2,137.9915445,1,2,1
101,1509440266,43.0319208,-76.1252749,2,135.6416773,1,1,-1
101,1737904745,43.0642178,-76.1661632,2,122.8273008,7,1,-1
101,799714932,43.0300444,-76.132107,2,135.7620078,1,1,-1
101,528871576,43.0714402,-76.1825911,2,126.7587388,7,1,-1
101,60575480,43.044577,-76.2263635,2,136.1962616,9,1,-1
101,1707145787,43.0731078,-76.1698919,2,120.4184668,7,1,-1
102,519169945,43.0353919,-76.1291117,2,131.5585354,1,1,-1
102,2030645982,43.0249401,-76.0428806,2,999,-1,1,-1
102,1917919405,43.078531,-76.1715775,2,129.5726222,7,2,1
102,60575480,43.0445059,-76.226165,2,137.3494079,4,1,-1
102,373889326,43.0264805,-76.0335222,2,999,-1,1,-1
102,1053069655,43.0509772,-76.2297475,2,131.5762122,9,1,-1
102,1509440266,43.0318172,-76.1251051,2,135.7620429,1,1,-1
103,1917919405,43.0784186,-76.1714183,2,129.4341795,7,2,1
103,799714932,43.0297315,-76.1319919,2,136.0171186,1,1,-1
103,234184799,43.0262641,-76.1174365,2,133.0837534,8,1,-1
103,923988192,43.049486,-76.2337069,2,134.4251485,9,1,-1
103,127265642,43.0384187,-76.125526,2,130.4233571,1,1,-1
103,1458493498,43.0258131,-76.1172584,2,132.6308338,8,1,-1
104,1708706542,43.0268602,-76.0559123,2,999,-1,1,-1
104,1424164685,43.0342528,-76.1403411,2,132.1812003,1,1,-1
104,127265642,43.038473,-76.1253179,2,130.5017041,1,1,-1
104,923988192,43.049449,-76.2334918,2,134.3651747,9,1,-1
104,1599347416,43.0751175,-76.1758856,2,125.2293381,7,1,-1
104,1917919405,43.0783062,-76.1712591,2,129.2961452,7,2,1
104,799714932,43.0295751,-76.1319345,2,136.1428515,1,1,-1
105,519169945,43.0351207,-76.1285618,2,132.006656,1,1,-1
105,127265642,43.0385274,-76.1251098,2,130.5818776,1,1,-1
105,234184799,43.0260071,-76.1171676,2,132.7636977,8,1,-1
105,17496181,43.036887,-76.1300239,2,999,-1,1,-1
105,1458493498,43.0255714,-76.1169644,2,999,-1,1,-1
105,923988192,43.049412,-76.2332768,2,134.3062658,9,1,-1
106,1458493498,43.0254499,-76.1168182,2,132.1348979,8,1,-1
106,799714932,43.0292621,-76.13182,2,136.3907842,1,1,-1
106,60575480,43.0442212,-76.2253711,2,136.3543726,9,1,-1
106,1737904745,43.0634747,-76.1657232,2,124.3555133,7,1,-1
106,923988192,43.049375,-76.2330617,2,134.2484558,9,1,-1
106,998966060,43.0441773,-76.2425855,2,139.9821273,4,1,-1
106,17496181,43.036774,-76.1298656,2,129.7876532,1,1,-1
107,923988192,43.049338,-76.2328466,2,134.1917791,9,1,-1
107,998966060,43.0441491,-76.2423679,2,139.9134705,4,1,-1
107,1691499641,43.0794708,-76.1679919,2,131.0790376,7,1,-1
107,1599347416,43.0746361,-76.1759776,2,124.4541391,7,1,-1
107,757675095,43.0673083,-76.1609018,2,999,-1,1,-1
107,1917919405,43.0779687,-76.1707819,2,999,-1,2,1
108,1509440266,43.0311907,-76.1240918,2,136.4669484,1,1,-1
108,1599347416,43.0744756,-76.1760082,2,124.1889702,7,1,-1
108,1917919405,43.0778562,-76.1706229,2,128.7499836,7,2,1
108,1424164685,43.0339818,-76.1411437,2,132.6187405,1,1,-1
108,203254937,43.0798709,-76.1818165,2,999,-1,1,-1
108,127265642,43.0386911,-76.1244858,2,130.8325725,1,1,-1
108,1458493498,43.0252059,-76.1165275,2,999,-1,1,-1
109,1708706542,43.0267514,-76.0570065,2,999,-1,1,-1
109,17496181,43.0364343,-76.1293916,2,130.3487138,1,1,-1
109,799714932,43.0287925,-76.131649,2,136.7541692,1,1,-1
109,528871576,43.0701519,-76.1827861,2,126.3438627,7,1,-1
109,757675095,43.0670938,-76.1605706,2,127.3384351,7,1,-1
109,1599347416,43.0743152,-76.1760388,2,123.9204531,7,1,-1
110,234184799,43.0253593,-76.1165045,2,131.9268578,8,1,-1
110,519169945,43.0346656,-76.1276481,2,132.7340394,1,1,-1
110,1917919405,43.0776309,-76.1703051,2,128.4819601,7,2,1
110,127265642,43.0388006,-76.1240701,2,131.007412,1,1,-1
110,1509440266,43.03098,-76.1237563,2,136.6954899,1,1,-1
110,60575480,43.0439361,-76.2245776,2,136.4993176,9,1,-1
110,799714932,43.0286359,-76.1315922,2,136.873108,1,1,-1
111,998966060,43.0440359,-76.2414979,2,139.6384188,4,1,-1
111,2008179199,43.0348452,-76.1306175,2,999,-1,1,-1
111,373889326,43.0262912,-76.0354929,2,999,-1,1,-1
111,799714932,43.0284793,-76.1315355,2,136.9909843,1,1,-1
111,1737904745,43.0627311,-76.1652848,2,999,-1,1,-1
111,72524579,43.023605,-76.1316315,2,137.9857603,8,1,-1
111,1458493498,43.024837,-76.1160962,2,131.2631679,8,1,-1
112,17496181,43.0360935,-76.1289192,2,130.8903838,1,1,-1
112,1458493498,43.0247132,-76.1159537,2,131.081466,8,1,-1
112,923988192,43.0491526,-76.2317713,2,999,-1,1,-1
112,1737904745,43.0625823,-76.1651973,2,126.0056882,7,1,-1
112,1424164685,43.03371,-76.1419457,2,133.0606497,1,1,-1
112,1599347416,43.0738338,-76.1761305,2,123.0953574,7,1,-1
112,1712600425,43.0772395,-76.1837549,2,132.0873061,7,1,-1
113,1458493498,43.024589,-76.1158119,2,999,-1,1,-1
113,38604237,43.0379721,-76.129825,2,128.6912938,1,1,-1
113,1708706542,43.0266642,-76.0578819,2,999,-1,1,-1
113,1917919405,43.0772927,-76.1698289,2,128.0889217,7,2,1
113,799714932,43.028166,-76.1314225,2,137.2236231,1,1,-1
113,519169945,43.0343907,-76.1271016,2,133.1585244,1,1,-1
113,2030645982,43.0243607,-76.0451778,2,999,-1,1,-1
114,998966060,43.0439509,-76.2408454,2,139.4318698,4,1,-1
114,17496181,43.0358656,-76.1286051,2,131.2412072,1,1,-1
114,519169945,43.0342987,-76.1269198,2,133.2980167,1,1,-1
114,1947862555,43.0245379,-76.1344016,2,139.4027892,8,2,1
114,2008179199,43.0343794,-76.1304285,2,999,-1,1,-1
114,1707145787,43.0712332,-76.1685817,2,117.061449,7,1,-1
114,373889326,43.026228,-76.0361498,2,999,-1,1,-1
115,1917919405,43.077067,-76.1695117,2,127.8344612,7,2,1
115,1691499641,43.0792283,-76.1662548,2,131.2722644,7,1,-1
115,38604237,43.0382439,-76.1295845,2,128.4718627,1,1,-1
