TimeStep,ID,Latitude,Longitude,Altitude,SignalStrength,CurrentBasestation,finished,Trajectory
100,234184799,43.0266476,-76.1178436,1,133.5493783,8,1,-1
100,1737904745,43.0643664,-76.1662513,1,122.5028612,7,1,-1
101,2008179199,43.0363967,-76.1312542,1,129.7440953,1,1,-1
101,1947862555,43.026644,-76.1343591,1,139.9882587,8,2,1
101,234184799,43.0265201,-76.1177074,1,133.3960356,8,1,-1
101,923988192,43.0495599,-76.2341371,1,999,-1,1,-1
101,2030645982,43.0249926,-76.0426716,1,999,-1,1,-1
101,1458493498,43.0260535,-76.1175547,1,132.9511259,8,1,-1
102,203254937,43.0806404,-76.182627,1,134.2136513,7,1,-1
102,528871576,43.0712791,-76.1826155,1,999,-1,1,-1
102,1708706542,43.0269036,-76.0554746,1,999,-1,1,-1
102,127265642,43.0383645,-76.1257341,1,130.346916,1,1,-1
102,234184799,43.0263922,-76.1175717,1,133.2408424,8,1,-1
102,1599347416,43.0754384,-76.1758241,1,125.7292066,7,1,-1
102,1947862555,43.026482,-76.1343624,1,138.2074134,1,2,1
103,72524579,43.0248975,-76.1317646,1,138.4479805,8,1,-1
103,519169945,43.0353016,-76.1289282,1,131.7088609,1,1,-1
103,1424164685,43.0343204,-76.1401404,1,999,-1,1,-1
103,373889326,43.0264595,-76.0337411,1,999,-1,1,-1
103,60575480,43.0444348,-76.2259665,1,136.2563135,9,1,-1
103,1737904745,43.0639206,-76.165987,1,123.4568399,7,1,-1
104,519169945,43.0352112,-76.1287449,1,131.8582385,1,1,-1
104,373889326,43.0264385,-76.0339601,1,999,-1,1,-1
104,1947862555,43.026158,-76.134369,1,138.419781,1,2,1
104,72524579,43.0247359,-76.1317479,1,138.3889027,8,1,-1
104,2030645982,43.0248351,-76.0432984,1,999,-1,1,-1
104,234184799,43.0261357,-76.1173018,1,132.9247214,8,1,-1
104,1691499641,43.0795613,-76.1686434,1,131.0485207,7,1,-1
105,203254937,43.0802558,-76.1822215,1,133.7709757,7,1,-1
105,1708706542,43.0268384,-76.0561312,1,999,-1,1,-1
105,1917919405,43.0781938,-76.1711,1,129.1586101,7,2,1
105,998966060,43.0442056,-76.242803,1,999,-1,1,-1
105,1424164685,43.0341851,-76.1405418,1,132.290013,1,1,-1
105,2030645982,43.0247825,-76.0435073,1,999,-1,1,-1
106,757675095,43.0674155,-76.1610675,1,999,-1,1,-1
106,373889326,43.0263965,-76.0343981,1,999,-1,1,-1
106,519169945,43.03503,-76.1283787,1,132.1541033,1,1,-1
106,2030645982,43.0247299,-76.0437161,1,999,-1,1,-1
106,1917919405,43.0780813,-76.1709409,1,129.0216698,7,2,1
106,1424164685,43.0341174,-76.1407425,1,132.3992403,1,1,-1
106,1599347416,43.0747966,-76.175947,1,124.7159312,7,1,-1
107,127265642,43.0386364,-76.1246938,1,130.7473894,1,1,-1
107,1424164685,43.0340496,-76.1409431,1,132.5088321,1,1,-1
107,60575480,43.04415,-76.2251727,1,136.3891217,9,1,-1
107,1458493498,43.0253281,-76.1166726,1,131.9652321,8,1,-1
107,1707145787,43.0722431,-76.1692859,1,118.7220542,7,1,-1
107,2030645982,43.0246772,-76.043925,1,999,-1,1,-1
108,519169945,43.0348481,-76.1280131,1,132.4460538,1,1,-1
108,1053069655,43.0507345,-76.2284639,1,131.3001258,9,1,-1
108,757675095,43.0672011,-76.1607362,1,127.1293453,7,1,-1
108,998966060,43.0441208,-76.2421504,1,999,-1,1,-1
108,2008179199,43.0353109,-76.1308074,1,999,-1,1,-1
108,1691499641,43.0794405,-76.1677747,1,131.0943927,7,1,-1
108,1947862555,43.02551,-76.1343821,1,138.8344518,1,2,1
109,2030645982,43.0245718,-76.0443426,1,999,-1,1,-1
109,1917919405,43.0777436,-76.170464,1,128.615456,7,2,1
109,2008179199,43.0351557,-76.130744,1,131.2913684,1,1,-1
109,72524579,43.0239281,-76.1316645,1,138.098938,8,1,-1
109,1458493498,43.0250833,-76.1163831,1,999,-1,1,-1
109,1707145787,43.0719547,-76.1690844,1,118.1951461,7,1,-1
110,1947862555,43.0251859,-76.1343886,1,139.0369623,1,2,1
110,1707145787,43.0718104,-76.1689837,1,117.9443925,7,1,-1
110,998966060,43.0440642,-76.2417154,1,139.7072326,4,1,-1
110,203254937,43.0796142,-76.1815467,1,132.9983077,7,1,-1
110,1737904745,43.0628798,-76.1653723,1,125.4759021,7,1,-1
110,923988192,43.0492268,-76.2322014,1,134.0288919,9,1,-1
110,757675095,43.0669865,-76.160405,1,127.5455091,7,1,-1
111,757675095,43.0668791,-76.1602396,1,127.7505509,7,1,-1
111,923988192,43.0491897,-76.2319863,1,133.9770914,9,1,-1
111,528871576,43.0698298,-76.1828346,1,126.2908826,7,1,-1
111,1053069655,43.0506129,-76.2278222,1,131.1929525,9,1,-1
111,203254937,43.0794858,-76.1814119,1,132.838167,7,1,-1
111,1424164685,43.033778,-76.1417453,1,132.949915,1,1,-1
111,1509440266,43.0308742,-76.123589,1,136.8085865,1,1,-1
112,203254937,43.0793573,-76.1812772,1,132.676051,7,1,-1
112,2008179199,43.03469,-76.1305544,1,131.8272876,1,1,-1
112,1691499641,43.0793194,-76.1669062,1,131.1812189,7,1,-1
112,1707145787,43.0715219,-76.1687826,1,117.4756993,7,1,-1
112,519169945,43.0344825,-76.1272836,1,133.0180307,1,1,-1
112,1917919405,43.0774055,-76.1699876,1,128.2185614,7,2,1
112,1053069655,43.0505724,-76.2276083,1,131.162088,9,1,-1
113,60575480,43.0437219,-76.2239828,1,136.6180641,9,1,-1
113,1424164685,43.0336419,-76.1421461,1,133.1714907,1,1,-1
113,1053069655,43.0505318,-76.2273944,1,131.1337153,9,1,-1
113,923988192,43.0491154,-76.2315562,1,133.8774376,9,1,-1
113,528871576,43.0695077,-76.182883,1,126.259519,7,1,-1
113,998966060,43.0439792,-76.2410629,1,139.5007302,4,1,-1
113,17496181,43.0359796,-76.1287621,1,131.0668006,1,1,-1
114,1424164685,43.0335737,-76.1423465,1,133.2824017,1,1,-1
114,1599347416,43.0735128,-76.1761914,1,122.529932,7,1,-1
114,923988192,43.0490783,-76.2313412,1,133.8296516,9,1,-1
114,1458493498,43.0244643,-76.1156708,1,130.7101272,8,1,-1
114,1737904745,43.0622846,-76.1650225,1,126.5168143,7,1,-1
114,528871576,43.0693466,-76.1829072,1,126.2520501,7,1,-1
114,38604237,43.038108,-76.1297047,1,128.5806398,1,1,-1
115,1737904745,43.0621358,-76.1649352,1,126.76573,7,1,-1
115,923988192,43.0490411,-76.2311262,1,133.7832704,9,1,-1
115,1599347416,43.0733523,-76.1762219,1,122.2430316,7,1,-1
115,1712600425,43.0769329,-76.1832403,1,131.5658895,7,1,-1
